feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
ihsg_return_1d,0.0,16,BBTN,bilstm_macro,62,True,False
Price Earnings Ratio,0.0161266870161785,1,BBTN,bilstm_macro,72,True,False
Bid Price,0.0159376573269212,2,BBTN,bilstm_macro,72,True,False
Moving Average 20 Day,0.0113929818022168,3,BBTN,bilstm_macro,72,True,False
Price to Book Ratio,0.0093443522137089,4,BBTN,bilstm_macro,72,True,False
Low Price,0.0086454775588612,5,BBTN,bilstm_macro,72,True,False
bi_rate,0.0063209539443185,6,BBTN,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.0053308588265079,7,BBTN,bilstm_macro,72,True,False
exchange_rate_usd_idr,0.003492541749815,8,BBTN,bilstm_macro,72,True,False
ihsg_close,0.0033908485780961,9,BBTN,bilstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0015544677250242,10,BBTN,bilstm_macro,72,True,False
Ask Price,0.001266803452745,11,BBTN,bilstm_macro,72,True,False
Price to Sales Ratio,0.000590273160358,12,BBTN,bilstm_macro,72,True,False
High Price,0.0004852288189188,13,BBTN,bilstm_macro,72,True,False
inflation_rate,0.0,14,BBTN,bilstm_macro,72,True,False
cpi_index,0.0,15,BBTN,bilstm_macro,72,True,False
ihsg_return_1d,0.0,16,BBTN,bilstm_macro,72,True,False
cpi_index,0.0133338734725466,1,BBTN,bilstm_macro,82,True,False
exchange_rate_usd_idr,0.008051674064392,2,BBTN,bilstm_macro,82,True,False
bi_rate,0.0074083989411473,3,BBTN,bilstm_macro,82,True,False
ihsg_return_1d,0.0072049877412306,4,BBTN,bilstm_macro,82,True,False
ihsg_close,0.0041536098116268,5,BBTN,bilstm_macro,82,True,False
inflation_rate,0.0039702713062676,6,BBTN,bilstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0039144932758063,7,BBTN,bilstm_macro,82,True,False
Price to Book Ratio,0.0039032544281023,8,BBTN,bilstm_macro,82,True,False
Price Earnings Ratio,0.002676453293922,9,BBTN,bilstm_macro,82,True,False
Price to Sales Ratio,0.0023735855240374,10,BBTN,bilstm_macro,82,True,False
Moving Average 20 Day,0.0016582819649603,11,BBTN,bilstm_macro,82,True,False
Bid Price,0.0016425389583067,12,BBTN,bilstm_macro,82,True,False
High Price,0.0012965994845263,13,BBTN,bilstm_macro,82,True,False
Low Price,0.0008253223029896,14,BBTN,bilstm_macro,82,True,False
Ask Price,0.0003947593283672,15,BBTN,bilstm_macro,82,True,False
Price Change 1 Day Percent,0.0,16,BBTN,bilstm_macro,82,True,False
cpi_index,0.0093203635962429,1,BBTN,bilstm_macro_ga,42,True,True
bi_rate,0.0053293691443341,2,BBTN,bilstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.004632133267781,3,BBTN,bilstm_macro_ga,42,True,True
High Price,0.0040280476687864,4,BBTN,bilstm_macro_ga,42,True,True
Price to Book Ratio,0.0038865434328237,5,BBTN,bilstm_macro_ga,42,True,True
Bid Price,0.0038205140563818,6,BBTN,bilstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0037235668879778,7,BBTN,bilstm_macro_ga,42,True,True
ihsg_close,0.0035301715057964,8,BBTN,bilstm_macro_ga,42,True,True
Ask Price,0.0034556358674308,9,BBTN,bilstm_macro_ga,42,True,True
ihsg_return_1d,0.0018102311472503,10,BBTN,bilstm_macro_ga,42,True,True
Price to Sales Ratio,0.0006802516808816,11,BBTN,bilstm_macro_ga,42,True,True
Low Price,1.386660151183615e-05,12,BBTN,bilstm_macro_ga,42,True,True
Price Earnings Ratio,0.0,13,BBTN,bilstm_macro_ga,42,True,True
Moving Average 20 Day,0.0,14,BBTN,bilstm_macro_ga,42,True,True
inflation_rate,0.0,15,BBTN,bilstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,16,BBTN,bilstm_macro_ga,42,True,True
High Price,0.010721169792135,1,BBTN,bilstm_macro_ga,52,True,True
Low Price,0.0097278658288996,2,BBTN,bilstm_macro_ga,52,True,True
inflation_rate,0.0082020399294075,3,BBTN,bilstm_macro_ga,52,True,True
Price Earnings Ratio,0.0081597052048891,4,BBTN,bilstm_macro_ga,52,True,True
Moving Average 20 Day,0.0039364490022611,5,BBTN,bilstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0036861549480818,6,BBTN,bilstm_macro_ga,52,True,True
Price to Book Ratio,0.0027832048324247,7,BBTN,bilstm_macro_ga,52,True,True
Ask Price,0.0022263808350544,8,BBTN,bilstm_macro_ga,52,True,True
Bid Price,0.0020619889950224,9,BBTN,bilstm_macro_ga,52,True,True
ihsg_close,0.0007038463679297,10,BBTN,bilstm_macro_ga,52,True,True
cpi_index,0.0004980156663805,11,BBTN,bilstm_macro_ga,52,True,True
bi_rate,0.0001880731790151,12,BBTN,bilstm_macro_ga,52,True,True
ihsg_return_1d,0.0001267830810199,13,BBTN,bilstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,4.7603783605150905e-05,14,BBTN,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0,15,BBTN,bilstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0,16,BBTN,bilstm_macro_ga,52,True,True
Ask Price,0.0048306271132344,1,BBTN,bilstm_macro_ga,62,True,True
bi_rate,0.0039290819124867,2,BBTN,bilstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0034043066125983,3,BBTN,bilstm_macro_ga,62,True,True
Moving Average 20 Day,0.0033088114858867,4,BBTN,bilstm_macro_ga,62,True,True
Price to Sales Ratio,0.0032612470721897,5,BBTN,bilstm_macro_ga,62,True,True
inflation_rate,0.0030574202370674,6,BBTN,bilstm_macro_ga,62,True,True
Price to Book Ratio,0.0030540231188448,7,BBTN,bilstm_macro_ga,62,True,True
Price Earnings Ratio,0.0008749853796325,8,BBTN,bilstm_macro_ga,62,True,True
cpi_index,0.0007845484352825,9,BBTN,bilstm_macro_ga,62,True,True
Bid Price,0.0007432859059638,10,BBTN,bilstm_macro_ga,62,True,True
High Price,0.0003835559333674,11,BBTN,bilstm_macro_ga,62,True,True
Low Price,0.0,12,BBTN,bilstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0,13,BBTN,bilstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0,14,BBTN,bilstm_macro_ga,62,True,True
ihsg_close,0.0,15,BBTN,bilstm_macro_ga,62,True,True
ihsg_return_1d,0.0,16,BBTN,bilstm_macro_ga,62,True,True
Low Price,0.0095643827478246,1,BBTN,bilstm_macro_ga,72,True,True
High Price,0.0068301732069812,2,BBTN,bilstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0068269884931699,3,BBTN,bilstm_macro_ga,72,True,True
ihsg_close,0.0034825841497405,4,BBTN,bilstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0034304243057569,5,BBTN,bilstm_macro_ga,72,True,True
Price to Book Ratio,0.003153594364024,6,BBTN,bilstm_macro_ga,72,True,True
Price Earnings Ratio,0.0031436431541806,7,BBTN,bilstm_macro_ga,72,True,True
ihsg_return_1d,0.0021245832943047,8,BBTN,bilstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.001718019887253,9,BBTN,bilstm_macro_ga,72,True,True
Bid Price,0.0012943189814298,10,BBTN,bilstm_macro_ga,72,True,True
Ask Price,0.0012090645400652,11,BBTN,bilstm_macro_ga,72,True,True
cpi_index,3.6729356549955576e-05,12,BBTN,bilstm_macro_ga,72,True,True
bi_rate,2.6105505552280477e-05,13,BBTN,bilstm_macro_ga,72,True,True
Moving Average 20 Day,1.8364678274977788e-05,14,BBTN,bilstm_macro_ga,72,True,True
Price to Sales Ratio,0.0,15,BBTN,bilstm_macro_ga,72,True,True
inflation_rate,0.0,16,BBTN,bilstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0063889828840194,1,BBTN,bilstm_macro_ga,82,True,True
cpi_index,0.0050401972750911,2,BBTN,bilstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0042112943101009,3,BBTN,bilstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0037201551604084,4,BBTN,bilstm_macro_ga,82,True,True
Ask Price,0.0026379949639603,5,BBTN,bilstm_macro_ga,82,True,True
High Price,0.0019297961589819,6,BBTN,bilstm_macro_ga,82,True,True
Bid Price,0.0017594537762869,7,BBTN,bilstm_macro_ga,82,True,True
ihsg_close,0.0017485875209483,8,BBTN,bilstm_macro_ga,82,True,True
Price Earnings Ratio,0.0016542276064495,9,BBTN,bilstm_macro_ga,82,True,True
Price to Book Ratio,0.0015076959064962,10,BBTN,bilstm_macro_ga,82,True,True
Moving Average 20 Day,0.0013797072508457,11,BBTN,bilstm_macro_ga,82,True,True
inflation_rate,0.0011322207151568,12,BBTN,bilstm_macro_ga,82,True,True
Price to Sales Ratio,0.0011189453323216,13,BBTN,bilstm_macro_ga,82,True,True
bi_rate,0.0008913727381104,14,BBTN,bilstm_macro_ga,82,True,True
Low Price,0.0,15,BBTN,bilstm_macro_ga,82,True,True
ihsg_return_1d,0.0,16,BBTN,bilstm_macro_ga,82,True,True
Low Price,0.0104246071660115,1,BBTN,lstm_data,42,False,False
Bid Price,0.0093496491711509,2,BBTN,lstm_data,42,False,False
Price Change 1 Day Percent,0.0084205369403611,3,BBTN,lstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0065822180358615,4,BBTN,lstm_data,42,False,False
Ask Price,0.0054228087821199,5,BBTN,lstm_data,42,False,False
High Price,0.0043188252369873,6,BBTN,lstm_data,42,False,False
Price Earnings Ratio,0.0030308524883973,7,BBTN,lstm_data,42,False,False
Price to Sales Ratio,0.0026018323848903,8,BBTN,lstm_data,42,False,False
Moving Average 20 Day,0.0015926508598365,9,BBTN,lstm_data,42,False,False
Price to Book Ratio,0.0014790208816217,10,BBTN,lstm_data,42,False,False
Price to Book Ratio,0.0291237560202714,1,BBTN,lstm_data,52,False,False
Price Change 1 Day Percent,0.028102312827832,2,BBTN,lstm_data,52,False,False
Moving Average 20 Day,0.0135839131636506,3,BBTN,lstm_data,52,False,False
High Price,0.0130891639157197,4,BBTN,lstm_data,52,False,False
Price Earnings Ratio,0.0101508685198495,5,BBTN,lstm_data,52,False,False
Ask Price,0.0087946065003052,6,BBTN,lstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0082013224678424,7,BBTN,lstm_data,52,False,False
Bid Price,0.0055768269773883,8,BBTN,lstm_data,52,False,False
Low Price,0.0049425531081701,9,BBTN,lstm_data,52,False,False
Price to Sales Ratio,0.0022623718905379,10,BBTN,lstm_data,52,False,False
Bid Price,0.0118033029812472,1,BBTN,lstm_data,62,False,False
Moving Average 20 Day,0.0086283127043215,2,BBTN,lstm_data,62,False,False
High Price,0.0058588955667801,3,BBTN,lstm_data,62,False,False
Price to Sales Ratio,0.0039619462633305,4,BBTN,lstm_data,62,False,False
Price Earnings Ratio,0.0038854052647366,5,BBTN,lstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0035369756180443,6,BBTN,lstm_data,62,False,False
Price Change 1 Day Percent,0.0015703080517899,7,BBTN,lstm_data,62,False,False
Ask Price,0.0009667521769491,8,BBTN,lstm_data,62,False,False
Price to Book Ratio,0.0009327119177517,9,BBTN,lstm_data,62,False,False
Low Price,0.000699476273601,10,BBTN,lstm_data,62,False,False
High Price,0.012004121071465,1,BBTN,lstm_data,72,False,False
Bid Price,0.0118390414242943,2,BBTN,lstm_data,72,False,False
Moving Average 20 Day,0.0110601550145333,3,BBTN,lstm_data,72,False,False
Price to Book Ratio,0.0090386579981228,4,BBTN,lstm_data,72,False,False
Price Earnings Ratio,0.0031321100764519,5,BBTN,lstm_data,72,False,False
Price Change 1 Day Percent,0.0023298660382473,6,BBTN,lstm_data,72,False,False
Low Price,0.001479097468675,7,BBTN,lstm_data,72,False,False
Ask Price,0.0013594968296173,8,BBTN,lstm_data,72,False,False
Dividend Indicated Yld - Gross,0.0011366284006119,9,BBTN,lstm_data,72,False,False
Price to Sales Ratio,0.0008815775056266,10,BBTN,lstm_data,72,False,False
Price to Sales Ratio,0.01049039454471,1,BBTN,lstm_data,82,False,False
Price Change 1 Day Percent,0.0102926622474721,2,BBTN,lstm_data,82,False,False
Bid Price,0.0086162614257773,3,BBTN,lstm_data,82,False,False
Price Earnings Ratio,0.0078489788206449,4,BBTN,lstm_data,82,False,False
Low Price,0.0077113505627494,5,BBTN,lstm_data,82,False,False
Moving Average 20 Day,0.0062883658596547,6,BBTN,lstm_data,82,False,False
Price to Book Ratio,0.0040659779100678,7,BBTN,lstm_data,82,False,False
High Price,0.0027589048026129,8,BBTN,lstm_data,82,False,False
Dividend Indicated Yld - Gross,0.0018139280611649,9,BBTN,lstm_data,82,False,False
Ask Price,0.0005143821239471,10,BBTN,lstm_data,82,False,False
Bid Price,0.0173135643592103,1,BBTN,lstm_data_ga,42,False,True
Price to Book Ratio,0.0134329287121848,2,BBTN,lstm_data_ga,42,False,True
Price Change 1 Day Percent,0.0123495987577674,3,BBTN,lstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0115313808466048,4,BBTN,lstm_data_ga,42,False,True
Moving Average 20 Day,0.0100897086318582,5,BBTN,lstm_data_ga,42,False,True
Ask Price,0.0083072003229365,6,BBTN,lstm_data_ga,42,False,True
Price to Sales Ratio,0.0060407210160822,7,BBTN,lstm_data_ga,42,False,True
Low Price,0.0053029871623342,8,BBTN,lstm_data_ga,42,False,True
High Price,0.005213335173903,9,BBTN,lstm_data_ga,42,False,True
Price Earnings Ratio,0.0025313510152045,10,BBTN,lstm_data_ga,42,False,True
Moving Average 20 Day,0.0174670426466036,1,BBTN,lstm_data_ga,52,False,True
High Price,0.0166202616551475,2,BBTN,lstm_data_ga,52,False,True
Price Change 1 Day Percent,0.01496056370864,3,BBTN,lstm_data_ga,52,False,True
Bid Price,0.0099087369573507,4,BBTN,lstm_data_ga,52,False,True
Price Earnings Ratio,0.0084854419711822,5,BBTN,lstm_data_ga,52,False,True
Low Price,0.0070608938675528,6,BBTN,lstm_data_ga,52,False,True
Price to Sales Ratio,0.0066802670262404,7,BBTN,lstm_data_ga,52,False,True
Price to Book Ratio,0.0029352951889796,8,BBTN,lstm_data_ga,52,False,True
Ask Price,0.000491931862572,9,BBTN,lstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0001560128029918,10,BBTN,lstm_data_ga,52,False,True
Bid Price,0.021277380622448,1,BBTN,lstm_data_ga,62,False,True
High Price,0.0150103096084171,2,BBTN,lstm_data_ga,62,False,True
Ask Price,0.0056648859831814,3,BBTN,lstm_data_ga,62,False,True
Price to Book Ratio,0.0052703915982468,4,BBTN,lstm_data_ga,62,False,True
Price to Sales Ratio,0.0050839084007117,5,BBTN,lstm_data_ga,62,False,True
Low Price,0.0041118587910863,6,BBTN,lstm_data_ga,62,False,True
Moving Average 20 Day,0.0026150131191211,7,BBTN,lstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0012041919800491,8,BBTN,lstm_data_ga,62,False,True
Price Earnings Ratio,0.0005519157877036,9,BBTN,lstm_data_ga,62,False,True
Dividend Indicated Yld - Gross,0.0003828245661376,10,BBTN,lstm_data_ga,62,False,True
Price Change 1 Day Percent,0.009619458351226,1,BBTN,lstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0075362288647623,2,BBTN,lstm_data_ga,72,False,True
Price to Book Ratio,0.0039860530274953,3,BBTN,lstm_data_ga,72,False,True
High Price,0.0033102899073301,4,BBTN,lstm_data_ga,72,False,True
Moving Average 20 Day,0.0032877348460966,5,BBTN,lstm_data_ga,72,False,True
Low Price,0.0027263242974489,6,BBTN,lstm_data_ga,72,False,True
Price Earnings Ratio,0.0021722968975507,7,BBTN,lstm_data_ga,72,False,True
Bid Price,0.001572602186934,8,BBTN,lstm_data_ga,72,False,True
Price to Sales Ratio,0.0013817003206996,9,BBTN,lstm_data_ga,72,False,True
Ask Price,0.0005097739752576,10,BBTN,lstm_data_ga,72,False,True
Price to Sales Ratio,0.0179382612579797,1,BBTN,lstm_data_ga,82,False,True
Low Price,0.0174727486393142,2,BBTN,lstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0123967175384367,3,BBTN,lstm_data_ga,82,False,True
Bid Price,0.0121010330660297,4,BBTN,lstm_data_ga,82,False,True
Moving Average 20 Day,0.0060563131130659,5,BBTN,lstm_data_ga,82,False,True
Price to Book Ratio,0.0054578116362487,6,BBTN,lstm_data_ga,82,False,True
High Price,0.0041176692514757,7,BBTN,lstm_data_ga,82,False,True
Ask Price,0.0022346423953422,8,BBTN,lstm_data_ga,82,False,True
Price Earnings Ratio,0.0018332081246005,9,BBTN,lstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0014032911914362,10,BBTN,lstm_data_ga,82,False,True
cpi_index,0.0061814927555609,1,BBTN,lstm_macro,42,True,False
Price to Sales Ratio,0.0061300236222065,2,BBTN,lstm_macro,42,True,False
Ask Price,0.0039319417487907,3,BBTN,lstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0036501896701304,4,BBTN,lstm_macro,42,True,False
exchange_rate_usd_idr,0.0032322225115085,5,BBTN,lstm_macro,42,True,False
inflation_rate,0.0031656065014734,6,BBTN,lstm_macro,42,True,False
Price Change 1 Day Percent,0.0031334244904832,7,BBTN,lstm_macro,42,True,False
Low Price,0.0025943870258439,8,BBTN,lstm_macro,42,True,False
ihsg_close,0.0021859040813675,9,BBTN,lstm_macro,42,True,False
Price Earnings Ratio,0.0017539535308498,10,BBTN,lstm_macro,42,True,False
bi_rate,0.0014992825828293,11,BBTN,lstm_macro,42,True,False
Bid Price,0.0014625599733941,12,BBTN,lstm_macro,42,True,False
Price to Book Ratio,0.0013566905582722,13,BBTN,lstm_macro,42,True,False
ihsg_return_1d,0.00122707556182,14,BBTN,lstm_macro,42,True,False
High Price,0.0011671765401842,15,BBTN,lstm_macro,42,True,False
Moving Average 20 Day,0.0,16,BBTN,lstm_macro,42,True,False
Price to Book Ratio,0.0081210476765409,1,BBTN,lstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.006502929131966,2,BBTN,lstm_macro,52,True,False
bi_rate,0.0057957287039607,3,BBTN,lstm_macro,52,True,False
Low Price,0.0047776080532154,4,BBTN,lstm_macro,52,True,False
High Price,0.0045665944480181,5,BBTN,lstm_macro,52,True,False
Bid Price,0.0035682967568087,6,BBTN,lstm_macro,52,True,False
ihsg_return_1d,0.0025361790329528,7,BBTN,lstm_macro,52,True,False
cpi_index,0.0017204346469952,8,BBTN,lstm_macro,52,True,False
exchange_rate_usd_idr,0.0013542508803463,9,BBTN,lstm_macro,52,True,False
Moving Average 20 Day,0.00133857272837,10,BBTN,lstm_macro,52,True,False
Price to Sales Ratio,0.0006684146103604,11,BBTN,lstm_macro,52,True,False
Price Change 1 Day Percent,0.0005565002614942,12,BBTN,lstm_macro,52,True,False
ihsg_close,0.000197862307153,13,BBTN,lstm_macro,52,True,False
Ask Price,0.0001169440957407,14,BBTN,lstm_macro,52,True,False
Price Earnings Ratio,0.0,15,BBTN,lstm_macro,52,True,False
inflation_rate,0.0,16,BBTN,lstm_macro,52,True,False
bi_rate,0.0129021477194813,1,BBTN,lstm_macro,62,True,False
Moving Average 20 Day,0.0110597634988759,2,BBTN,lstm_macro,62,True,False
Price Earnings Ratio,0.0099873453970455,3,BBTN,lstm_macro,62,True,False
Ask Price,0.007595295603193,4,BBTN,lstm_macro,62,True,False
Bid Price,0.0043653648501882,5,BBTN,lstm_macro,62,True,False
Price to Sales Ratio,0.0033620969751306,6,BBTN,lstm_macro,62,True,False
inflation_rate,0.0020812334075647,7,BBTN,lstm_macro,62,True,False
High Price,0.0012162197940051,8,BBTN,lstm_macro,62,True,False
cpi_index,0.0008192858338588,9,BBTN,lstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.0006811468687374,10,BBTN,lstm_macro,62,True,False
exchange_rate_usd_idr,0.0005020704042787,11,BBTN,lstm_macro,62,True,False
ihsg_close,0.0002275478715697,12,BBTN,lstm_macro,62,True,False
Price to Book Ratio,0.0,13,BBTN,lstm_macro,62,True,False
Low Price,0.0,14,BBTN,lstm_macro,62,True,False
Price Change 1 Day Percent,0.0,15,BBTN,lstm_macro,62,True,False
ihsg_return_1d,0.0,16,BBTN,lstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.0109637622905817,1,BBTN,lstm_macro,72,True,False
Price to Book Ratio,0.0076604931220774,2,BBTN,lstm_macro,72,True,False
exchange_rate_usd_idr,0.0067172128416132,3,BBTN,lstm_macro,72,True,False
Price Change 1 Day Percent,0.0040164223004938,4,BBTN,lstm_macro,72,True,False
Price Earnings Ratio,0.0035692328922946,5,BBTN,lstm_macro,72,True,False
bi_rate,0.0028732734635317,6,BBTN,lstm_macro,72,True,False
Low Price,0.002834777488897,7,BBTN,lstm_macro,72,True,False
ihsg_close,0.0028286017470236,8,BBTN,lstm_macro,72,True,False
ihsg_return_1d,0.0023291370513713,9,BBTN,lstm_macro,72,True,False
Bid Price,0.0017749098148973,10,BBTN,lstm_macro,72,True,False
Ask Price,0.0001586897979938,11,BBTN,lstm_macro,72,True,False
cpi_index,6.548749903836394e-08,12,BBTN,lstm_macro,72,True,False
Moving Average 20 Day,0.0,13,BBTN,lstm_macro,72,True,False
Price to Sales Ratio,0.0,14,BBTN,lstm_macro,72,True,False
High Price,0.0,15,BBTN,lstm_macro,72,True,False
inflation_rate,0.0,16,BBTN,lstm_macro,72,True,False
Price Change 1 Day Percent,0.0073500751052051,1,BBTN,lstm_macro,82,True,False
Price to Sales Ratio,0.0059556012701553,2,BBTN,lstm_macro,82,True,False
High Price,0.0053859148834211,3,BBTN,lstm_macro,82,True,False
bi_rate,0.0036970915913116,4,BBTN,lstm_macro,82,True,False
Low Price,0.0022836063295558,5,BBTN,lstm_macro,82,True,False
ihsg_close,0.0022400178325672,6,BBTN,lstm_macro,82,True,False
Price to Book Ratio,0.0021926044891144,7,BBTN,lstm_macro,82,True,False
ihsg_return_1d,0.0021050322684459,8,BBTN,lstm_macro,82,True,False
cpi_index,0.0020929074846208,9,BBTN,lstm_macro,82,True,False
exchange_rate_usd_idr,0.0020262314513924,10,BBTN,lstm_macro,82,True,False
Ask Price,0.0012819303066602,11,BBTN,lstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0012261031938361,12,BBTN,lstm_macro,82,True,False
Moving Average 20 Day,0.0007256657056998,13,BBTN,lstm_macro,82,True,False
inflation_rate,0.0003362554319513,14,BBTN,lstm_macro,82,True,False
Price Earnings Ratio,0.0,15,BBTN,lstm_macro,82,True,False
Bid Price,0.0,16,BBTN,lstm_macro,82,True,False
Price Change 1 Day Percent,0.0003412513850586,1,BBTN,lstm_macro_ga,42,True,True
Price to Book Ratio,0.0001151509941539,2,BBTN,lstm_macro_ga,42,True,True
Price to Sales Ratio,6.855898112310877e-05,3,BBTN,lstm_macro_ga,42,True,True
ihsg_close,6.672893739758165e-05,4,BBTN,lstm_macro_ga,42,True,True
High Price,5.468900538592916e-05,5,BBTN,lstm_macro_ga,42,True,True
Ask Price,4.642609500377954e-05,6,BBTN,lstm_macro_ga,42,True,True
inflation_rate,3.795084000254671e-05,7,BBTN,lstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,3.2550315033101214e-05,8,BBTN,lstm_macro_ga,42,True,True
ihsg_return_1d,2.8523727006460032e-05,9,BBTN,lstm_macro_ga,42,True,True
Moving Average 20 Day,2.4600629613915872e-05,10,BBTN,lstm_macro_ga,42,True,True
bi_rate,6.894578109495333e-06,11,BBTN,lstm_macro_ga,42,True,True
Price Earnings Ratio,5.789539621522072e-06,12,BBTN,lstm_macro_ga,42,True,True
Low Price,4.2130996007472175e-06,13,BBTN,lstm_macro_ga,42,True,True
Bid Price,0.0,14,BBTN,lstm_macro_ga,42,True,True
cpi_index,0.0,15,BBTN,lstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0,16,BBTN,lstm_macro_ga,42,True,True
Low Price,0.0012389641144268,1,BBTN,lstm_macro_ga,52,True,True
Moving Average 20 Day,0.0009548737454072,2,BBTN,lstm_macro_ga,52,True,True
Bid Price,0.0008284590608026,3,BBTN,lstm_macro_ga,52,True,True
cpi_index,0.0006471128804453,4,BBTN,lstm_macro_ga,52,True,True
bi_rate,0.0006133785629312,5,BBTN,lstm_macro_ga,52,True,True
ihsg_return_1d,0.0005005940692388,6,BBTN,lstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0004309488499226,7,BBTN,lstm_macro_ga,52,True,True
Price to Sales Ratio,0.0003117888816632,8,BBTN,lstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0003039738124546,9,BBTN,lstm_macro_ga,52,True,True
Ask Price,0.0002394719974189,10,BBTN,lstm_macro_ga,52,True,True
Price to Book Ratio,0.0001485946297179,11,BBTN,lstm_macro_ga,52,True,True
Price Earnings Ratio,0.0001324577619218,12,BBTN,lstm_macro_ga,52,True,True
ihsg_close,9.342948074585624e-05,13,BBTN,lstm_macro_ga,52,True,True
Price Change 1 Day Percent,6.176410464658628e-05,14,BBTN,lstm_macro_ga,52,True,True
inflation_rate,1.4854331190386946e-05,15,BBTN,lstm_macro_ga,52,True,True
High Price,0.0,16,BBTN,lstm_macro_ga,52,True,True
bi_rate,0.0090435830568402,1,BBTN,lstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0075099698478071,2,BBTN,lstm_macro_ga,62,True,True
Price to Sales Ratio,0.0057150347788895,3,BBTN,lstm_macro_ga,62,True,True
Price Earnings Ratio,0.0045275535880743,4,BBTN,lstm_macro_ga,62,True,True
Moving Average 20 Day,0.0043238555922463,5,BBTN,lstm_macro_ga,62,True,True
Bid Price,0.0027751340944733,6,BBTN,lstm_macro_ga,62,True,True
High Price,0.0024437769054948,7,BBTN,lstm_macro_ga,62,True,True
inflation_rate,0.0023961580285686,8,BBTN,lstm_macro_ga,62,True,True
Low Price,0.0018269304846787,9,BBTN,lstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0008527510526339,10,BBTN,lstm_macro_ga,62,True,True
ihsg_close,0.0004519035308383,11,BBTN,lstm_macro_ga,62,True,True
Ask Price,0.0004434138749881,12,BBTN,lstm_macro_ga,62,True,True
cpi_index,0.0002414530270004,13,BBTN,lstm_macro_ga,62,True,True
Price to Book Ratio,0.0,14,BBTN,lstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0,15,BBTN,lstm_macro_ga,62,True,True
ihsg_return_1d,0.0,16,BBTN,lstm_macro_ga,62,True,True
High Price,0.003036066773324,1,BBTN,lstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0022868117374794,2,BBTN,lstm_macro_ga,72,True,True
cpi_index,0.0021406682677075,3,BBTN,lstm_macro_ga,72,True,True
Low Price,0.0020767554852257,4,BBTN,lstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0019289024824198,5,BBTN,lstm_macro_ga,72,True,True
Moving Average 20 Day,0.0019199125727549,6,BBTN,lstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.001589696741333,7,BBTN,lstm_macro_ga,72,True,True
Bid Price,0.0015776546724608,8,BBTN,lstm_macro_ga,72,True,True
Price to Book Ratio,0.0011855840556631,9,BBTN,lstm_macro_ga,72,True,True
Ask Price,0.0007709192690049,10,BBTN,lstm_macro_ga,72,True,True
bi_rate,0.0002745869025032,11,BBTN,lstm_macro_ga,72,True,True
Price Earnings Ratio,0.0002516187645725,12,BBTN,lstm_macro_ga,72,True,True
ihsg_close,0.0001019854622427,13,BBTN,lstm_macro_ga,72,True,True
Price to Sales Ratio,4.164429653125522e-05,14,BBTN,lstm_macro_ga,72,True,True
ihsg_return_1d,3.079821666081573e-06,15,BBTN,lstm_macro_ga,72,True,True
