feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
exchange_rate_usd_idr,0.0030992796697232,5,BNGA,bilstm_macro,82,True,False
cpi_index,0.0024379993386987,6,BNGA,bilstm_macro,82,True,False
Ask Price,0.0022195880514724,7,BNGA,bilstm_macro,82,True,False
High Price,0.0020176740257912,8,BNGA,bilstm_macro,82,True,False
inflation_rate,0.0017124906453924,9,BNGA,bilstm_macro,82,True,False
Low Price,0.0005596255935314,10,BNGA,bilstm_macro,82,True,False
Moving Average 20 Day,0.0005327739791634,11,BNGA,bilstm_macro,82,True,False
bi_rate,0.0003545001854136,12,BNGA,bilstm_macro,82,True,False
ihsg_close,0.0001401396274256,13,BNGA,bilstm_macro,82,True,False
Price to Sales Ratio,5.777791763345354e-05,14,BNGA,bilstm_macro,82,True,False
Price Earnings Ratio,0.0,15,BNGA,bilstm_macro,82,True,False
Price to Book Ratio,0.0,16,BNGA,bilstm_macro,82,True,False
Price Change 1 Day Percent,0.0043265986566742,1,BNGA,bilstm_macro_ga,42,True,True
Bid Price,0.0038644402320735,2,BNGA,bilstm_macro_ga,42,True,True
Price to Book Ratio,0.0035603302150355,3,BNGA,bilstm_macro_ga,42,True,True
Low Price,0.0027008271705992,4,BNGA,bilstm_macro_ga,42,True,True
cpi_index,0.0026604445010889,5,BNGA,bilstm_macro_ga,42,True,True
Price to Sales Ratio,0.0019465262050895,6,BNGA,bilstm_macro_ga,42,True,True
ihsg_return_1d,0.0019330128251264,7,BNGA,bilstm_macro_ga,42,True,True
inflation_rate,0.0016762437519784,8,BNGA,bilstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.00107790021187,9,BNGA,bilstm_macro_ga,42,True,True
bi_rate,0.0010325595232037,10,BNGA,bilstm_macro_ga,42,True,True
ihsg_close,0.0006850556192847,11,BNGA,bilstm_macro_ga,42,True,True
Ask Price,0.0006494622658162,12,BNGA,bilstm_macro_ga,42,True,True
High Price,8.509979428102585e-05,13,BNGA,bilstm_macro_ga,42,True,True
Moving Average 20 Day,0.0,14,BNGA,bilstm_macro_ga,42,True,True
Price Earnings Ratio,0.0,15,BNGA,bilstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,16,BNGA,bilstm_macro_ga,42,True,True
ihsg_close,0.0033294501171136,1,BNGA,bilstm_macro_ga,52,True,True
inflation_rate,0.0025882167017294,2,BNGA,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0025181074345406,3,BNGA,bilstm_macro_ga,52,True,True
Price Earnings Ratio,0.001610568853923,4,BNGA,bilstm_macro_ga,52,True,True
ihsg_return_1d,0.0015870720827175,5,BNGA,bilstm_macro_ga,52,True,True
cpi_index,0.0012783744611725,6,BNGA,bilstm_macro_ga,52,True,True
Bid Price,0.001209840842057,7,BNGA,bilstm_macro_ga,52,True,True
Low Price,0.0006369690760038,8,BNGA,bilstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.000596835782441,9,BNGA,bilstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0005859928884698,10,BNGA,bilstm_macro_ga,52,True,True
Price to Book Ratio,0.0004135967271092,11,BNGA,bilstm_macro_ga,52,True,True
Moving Average 20 Day,0.0002868354320526,12,BNGA,bilstm_macro_ga,52,True,True
High Price,0.0002388468788315,13,BNGA,bilstm_macro_ga,52,True,True
Ask Price,0.0002342222908434,14,BNGA,bilstm_macro_ga,52,True,True
bi_rate,0.0001936846309238,15,BNGA,bilstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0,16,BNGA,bilstm_macro_ga,52,True,True
High Price,0.0041094580859256,1,BNGA,bilstm_macro_ga,62,True,True
ihsg_return_1d,0.0027812056359834,2,BNGA,bilstm_macro_ga,62,True,True
Moving Average 20 Day,0.0023178024029928,3,BNGA,bilstm_macro_ga,62,True,True
Ask Price,0.0020784785414838,4,BNGA,bilstm_macro_ga,62,True,True
Price to Sales Ratio,0.0019662661594338,5,BNGA,bilstm_macro_ga,62,True,True
Low Price,0.0012207818605626,6,BNGA,bilstm_macro_ga,62,True,True
Bid Price,0.0012207818605626,7,BNGA,bilstm_macro_ga,62,True,True
Price to Book Ratio,0.0008147725544404,8,BNGA,bilstm_macro_ga,62,True,True
cpi_index,0.000505859582659,9,BNGA,bilstm_macro_ga,62,True,True
ihsg_close,0.0004794220517699,10,BNGA,bilstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0003474753272409,11,BNGA,bilstm_macro_ga,62,True,True
bi_rate,0.000334363632525,12,BNGA,bilstm_macro_ga,62,True,True
inflation_rate,0.0001377356581441,13,BNGA,bilstm_macro_ga,62,True,True
Price Earnings Ratio,0.0001200274176274,14,BNGA,bilstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0,15,BNGA,bilstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0,16,BNGA,bilstm_macro_ga,62,True,True
ihsg_close,0.0063102331031889,1,BNGA,bilstm_macro_ga,72,True,True
ihsg_return_1d,0.0054292810013672,2,BNGA,bilstm_macro_ga,72,True,True
Price Earnings Ratio,0.0049005332221545,3,BNGA,bilstm_macro_ga,72,True,True
Low Price,0.0032299533359503,4,BNGA,bilstm_macro_ga,72,True,True
Moving Average 20 Day,0.0027970925389896,5,BNGA,bilstm_macro_ga,72,True,True
Bid Price,0.002109505359355,6,BNGA,bilstm_macro_ga,72,True,True
cpi_index,0.0020688621327281,7,BNGA,bilstm_macro_ga,72,True,True
Price to Book Ratio,0.0013708242806247,8,BNGA,bilstm_macro_ga,72,True,True
Price to Sales Ratio,0.0012436444375616,9,BNGA,bilstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.001019039057428,10,BNGA,bilstm_macro_ga,72,True,True
High Price,0.0009244127839338,11,BNGA,bilstm_macro_ga,72,True,True
bi_rate,0.0006770168275882,12,BNGA,bilstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0006111648482963,13,BNGA,bilstm_macro_ga,72,True,True
Ask Price,0.0,14,BNGA,bilstm_macro_ga,72,True,True
inflation_rate,0.0,15,BNGA,bilstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.0,16,BNGA,bilstm_macro_ga,72,True,True
Price Change 1 Day Percent,463607857588.9187,1,BNGA,bilstm_macro_ga,82,True,True
Price Earnings Ratio,463607857588.9119,2,BNGA,bilstm_macro_ga,82,True,True
Ask Price,0.0117713730062759,3,BNGA,bilstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0078887555415147,4,BNGA,bilstm_macro_ga,82,True,True
Low Price,0.0053385416666666,5,BNGA,bilstm_macro_ga,82,True,True
High Price,0.0048213787255614,6,BNGA,bilstm_macro_ga,82,True,True
Price to Book Ratio,0.0034956912649148,7,BNGA,bilstm_macro_ga,82,True,True
Moving Average 20 Day,0.0025413480276862,8,BNGA,bilstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0011765369733135,9,BNGA,bilstm_macro_ga,82,True,True
cpi_index,0.0009920200268324,10,BNGA,bilstm_macro_ga,82,True,True
bi_rate,0.0003716256353072,11,BNGA,bilstm_macro_ga,82,True,True
Price to Sales Ratio,0.0003215242759324,12,BNGA,bilstm_macro_ga,82,True,True
Bid Price,0.0002114030817109,13,BNGA,bilstm_macro_ga,82,True,True
inflation_rate,0.0,14,BNGA,bilstm_macro_ga,82,True,True
ihsg_close,0.0,15,BNGA,bilstm_macro_ga,82,True,True
ihsg_return_1d,0.0,16,BNGA,bilstm_macro_ga,82,True,True
Low Price,0.0092848792772901,1,BNGA,lstm_data,42,False,False
Moving Average 20 Day,0.0053752597522301,2,BNGA,lstm_data,42,False,False
Price to Sales Ratio,0.0052729382311316,3,BNGA,lstm_data,42,False,False
Ask Price,0.0049968044816826,4,BNGA,lstm_data,42,False,False
Price to Book Ratio,0.0030124279841159,5,BNGA,lstm_data,42,False,False
Bid Price,0.0025245473176861,6,BNGA,lstm_data,42,False,False
Price Change 1 Day Percent,0.0021134891430847,7,BNGA,lstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0021082125326546,8,BNGA,lstm_data,42,False,False
Price Earnings Ratio,0.0015187970814384,9,BNGA,lstm_data,42,False,False
High Price,2.5826942486067106e-05,10,BNGA,lstm_data,42,False,False
Price Earnings Ratio,0.0247171606039401,1,BNGA,lstm_data,52,False,False
Ask Price,0.0108141883237597,2,BNGA,lstm_data,52,False,False
Price to Book Ratio,0.0092854719785916,3,BNGA,lstm_data,52,False,False
High Price,0.0087734122446367,4,BNGA,lstm_data,52,False,False
Price Change 1 Day Percent,0.0083962283221383,5,BNGA,lstm_data,52,False,False
Price to Sales Ratio,0.0067153772028784,6,BNGA,lstm_data,52,False,False
Low Price,0.0059978942867279,7,BNGA,lstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0016318472474813,8,BNGA,lstm_data,52,False,False
Moving Average 20 Day,0.0012016633385792,9,BNGA,lstm_data,52,False,False
Bid Price,0.0002696787851164,10,BNGA,lstm_data,52,False,False
Ask Price,0.013328426255935,1,BNGA,lstm_data,62,False,False
Low Price,0.0088649601871687,2,BNGA,lstm_data,62,False,False
Bid Price,0.0058910222572854,3,BNGA,lstm_data,62,False,False
Price to Sales Ratio,0.004297527583368,4,BNGA,lstm_data,62,False,False
Moving Average 20 Day,0.0042496538492759,5,BNGA,lstm_data,62,False,False
High Price,0.0031787784899005,6,BNGA,lstm_data,62,False,False
Price Earnings Ratio,0.0014562494758352,7,BNGA,lstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0010746542926272,8,BNGA,lstm_data,62,False,False
Price Change 1 Day Percent,0.0002897567193334,9,BNGA,lstm_data,62,False,False
Price to Book Ratio,0.0,10,BNGA,lstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0097237798288309,1,BNGA,lstm_data,72,False,False
Price to Sales Ratio,0.0062288082180064,2,BNGA,lstm_data,72,False,False
Bid Price,0.0052500092036401,3,BNGA,lstm_data,72,False,False
High Price,0.0049112178016609,4,BNGA,lstm_data,72,False,False
Price to Book Ratio,0.0045331130626921,5,BNGA,lstm_data,72,False,False
Moving Average 20 Day,0.0036712296713482,6,BNGA,lstm_data,72,False,False
Price Earnings Ratio,0.0029296384947938,7,BNGA,lstm_data,72,False,False
Ask Price,0.0023776268640843,8,BNGA,lstm_data,72,False,False
Price Change 1 Day Percent,0.0019343095871083,9,BNGA,lstm_data,72,False,False
Low Price,0.0,10,BNGA,lstm_data,72,False,False
Moving Average 20 Day,0.0093637394059138,1,BNGA,lstm_data,82,False,False
Low Price,0.0080095423518546,2,BNGA,lstm_data,82,False,False
Price to Sales Ratio,0.00600593060122,3,BNGA,lstm_data,82,False,False
Ask Price,0.004909374906371,4,BNGA,lstm_data,82,False,False
High Price,0.003475907059536,5,BNGA,lstm_data,82,False,False
Dividend Indicated Yld - Gross,0.0029869299140825,6,BNGA,lstm_data,82,False,False
Bid Price,0.0028451279426614,7,BNGA,lstm_data,82,False,False
Price to Book Ratio,0.001452056353446,8,BNGA,lstm_data,82,False,False
Price Change 1 Day Percent,0.0005860219253615,9,BNGA,lstm_data,82,False,False
Price Earnings Ratio,0.0,10,BNGA,lstm_data,82,False,False
Price Change 1 Day Percent,0.0094327204221386,1,BNGA,lstm_data_ga,42,False,True
Ask Price,0.0080291484574055,2,BNGA,lstm_data_ga,42,False,True
Moving Average 20 Day,0.0047770581872475,3,BNGA,lstm_data_ga,42,False,True
Low Price,0.004568287138439,4,BNGA,lstm_data_ga,42,False,True
High Price,0.0045661115721385,5,BNGA,lstm_data_ga,42,False,True
Price to Sales Ratio,0.00365932260433,6,BNGA,lstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0019127680370325,7,BNGA,lstm_data_ga,42,False,True
Bid Price,0.0012804681822354,8,BNGA,lstm_data_ga,42,False,True
Price Earnings Ratio,0.0002966011239637,9,BNGA,lstm_data_ga,42,False,True
Price to Book Ratio,7.360402960330282e-05,10,BNGA,lstm_data_ga,42,False,True
Price to Book Ratio,0.0164149588339615,1,BNGA,lstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0087481856452098,2,BNGA,lstm_data_ga,52,False,True
Price to Sales Ratio,0.0076906326556733,3,BNGA,lstm_data_ga,52,False,True
Price Earnings Ratio,0.0074099182470653,4,BNGA,lstm_data_ga,52,False,True
High Price,0.0064215264902509,5,BNGA,lstm_data_ga,52,False,True
Bid Price,0.0035099808689362,6,BNGA,lstm_data_ga,52,False,True
Price Change 1 Day Percent,0.0026199807034572,7,BNGA,lstm_data_ga,52,False,True
Low Price,0.0016139040157819,8,BNGA,lstm_data_ga,52,False,True
Ask Price,0.0006185974560092,9,BNGA,lstm_data_ga,52,False,True
Moving Average 20 Day,0.0004321148764574,10,BNGA,lstm_data_ga,52,False,True
Ask Price,0.0131475911824963,1,BNGA,lstm_data_ga,62,False,True
Price to Book Ratio,0.011478847295989,2,BNGA,lstm_data_ga,62,False,True
Price to Sales Ratio,0.0088323463833899,3,BNGA,lstm_data_ga,62,False,True
High Price,0.0081818360507543,4,BNGA,lstm_data_ga,62,False,True
Bid Price,0.0030167427730127,5,BNGA,lstm_data_ga,62,False,True
Low Price,0.0022248166071833,6,BNGA,lstm_data_ga,62,False,True
Moving Average 20 Day,0.0020871529782501,7,BNGA,lstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0020253564220318,8,BNGA,lstm_data_ga,62,False,True
Dividend Indicated Yld - Gross,0.0017918896646453,9,BNGA,lstm_data_ga,62,False,True
Price Earnings Ratio,6.635561779451895e-05,10,BNGA,lstm_data_ga,62,False,True
Moving Average 20 Day,0.0058646126822124,1,BNGA,lstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0050911877632773,2,BNGA,lstm_data_ga,72,False,True
Price Earnings Ratio,0.0037092609852108,3,BNGA,lstm_data_ga,72,False,True
Low Price,0.0030055085704329,4,BNGA,lstm_data_ga,72,False,True
Price Change 1 Day Percent,0.0028447067491166,5,BNGA,lstm_data_ga,72,False,True
High Price,0.0010615181953956,6,BNGA,lstm_data_ga,72,False,True
Price to Book Ratio,0.0004696515998581,7,BNGA,lstm_data_ga,72,False,True
Price to Sales Ratio,0.0003592718082169,8,BNGA,lstm_data_ga,72,False,True
Bid Price,0.0002866520759804,9,BNGA,lstm_data_ga,72,False,True
Ask Price,9.03480181780974e-05,10,BNGA,lstm_data_ga,72,False,True
Low Price,0.0096039671251284,1,BNGA,lstm_data_ga,82,False,True
Price to Book Ratio,0.0053757802533384,2,BNGA,lstm_data_ga,82,False,True
Moving Average 20 Day,0.0044398172437453,3,BNGA,lstm_data_ga,82,False,True
Price to Sales Ratio,0.004263247669922,4,BNGA,lstm_data_ga,82,False,True
Price Earnings Ratio,0.0032314444736888,5,BNGA,lstm_data_ga,82,False,True
High Price,0.0027879402188802,6,BNGA,lstm_data_ga,82,False,True
Bid Price,0.0014953517743075,7,BNGA,lstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0008570672084008,8,BNGA,lstm_data_ga,82,False,True
Ask Price,0.0001842155431707,9,BNGA,lstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0,10,BNGA,lstm_data_ga,82,False,True
cpi_index,0.0068639875156804,1,BNGA,lstm_macro,42,True,False
Ask Price,0.0036382131649935,2,BNGA,lstm_macro,42,True,False
exchange_rate_usd_idr,0.00357078239063,3,BNGA,lstm_macro,42,True,False
Price to Book Ratio,0.0032954504027859,4,BNGA,lstm_macro,42,True,False
High Price,0.0032825338334077,5,BNGA,lstm_macro,42,True,False
Low Price,0.0021474892597383,6,BNGA,lstm_macro,42,True,False
Price to Sales Ratio,0.0019972367368782,7,BNGA,lstm_macro,42,True,False
Bid Price,0.0011429239259866,8,BNGA,lstm_macro,42,True,False
ihsg_close,0.0003427076871351,9,BNGA,lstm_macro,42,True,False
ihsg_return_1d,0.0002516021796812,10,BNGA,lstm_macro,42,True,False
Price Earnings Ratio,0.0002017543680729,11,BNGA,lstm_macro,42,True,False
Moving Average 20 Day,0.0001652368887638,12,BNGA,lstm_macro,42,True,False
Price Change 1 Day Percent,5.861608854805563e-05,13,BNGA,lstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0,14,BNGA,lstm_macro,42,True,False
inflation_rate,0.0,15,BNGA,lstm_macro,42,True,False
bi_rate,0.0,16,BNGA,lstm_macro,42,True,False
Ask Price,0.0084512527663415,1,BNGA,lstm_macro,52,True,False
Bid Price,0.0071157632822481,2,BNGA,lstm_macro,52,True,False
Price Change 1 Day Percent,0.006774373325364,3,BNGA,lstm_macro,52,True,False
Moving Average 20 Day,0.006055576284416,4,BNGA,lstm_macro,52,True,False
ihsg_close,0.0047668923391029,5,BNGA,lstm_macro,52,True,False
High Price,0.0025264197359016,6,BNGA,lstm_macro,52,True,False
Low Price,0.0014819929686685,7,BNGA,lstm_macro,52,True,False
Price Earnings Ratio,0.001105538305516,8,BNGA,lstm_macro,52,True,False
cpi_index,0.0004642334339829,9,BNGA,lstm_macro,52,True,False
bi_rate,0.0002842052277022,10,BNGA,lstm_macro,52,True,False
ihsg_return_1d,0.0001509823545347,11,BNGA,lstm_macro,52,True,False
Price to Sales Ratio,0.0001197042428733,12,BNGA,lstm_macro,52,True,False
Price to Book Ratio,8.38572663875917e-05,13,BNGA,lstm_macro,52,True,False
exchange_rate_usd_idr,6.283788049283092e-05,14,BNGA,lstm_macro,52,True,False
inflation_rate,0.0,15,BNGA,lstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.0,16,BNGA,lstm_macro,52,True,False
Moving Average 20 Day,0.0030355558160226,1,BNGA,lstm_macro,62,True,False
exchange_rate_usd_idr,0.0024592465658982,2,BNGA,lstm_macro,62,True,False
Ask Price,0.0018454335452083,3,BNGA,lstm_macro,62,True,False
High Price,0.0016271482999321,4,BNGA,lstm_macro,62,True,False
Price Earnings Ratio,0.0010786011646915,5,BNGA,lstm_macro,62,True,False
Price to Sales Ratio,0.0010317762347403,6,BNGA,lstm_macro,62,True,False
ihsg_close,0.0010272337861048,7,BNGA,lstm_macro,62,True,False
Bid Price,0.0008940311377712,8,BNGA,lstm_macro,62,True,False
bi_rate,0.0008307227418602,9,BNGA,lstm_macro,62,True,False
Price to Book Ratio,0.0006606294131222,10,BNGA,lstm_macro,62,True,False
inflation_rate,0.000430926488264,11,BNGA,lstm_macro,62,True,False
Low Price,0.0002643399639055,12,BNGA,lstm_macro,62,True,False
Price Change 1 Day Percent,0.0001104511679538,13,BNGA,lstm_macro,62,True,False
Dividend Indicated Yld - Gross,1.2953226658642118e-05,14,BNGA,lstm_macro,62,True,False
ihsg_return_1d,1.0078516788780805e-05,15,BNGA,lstm_macro,62,True,False
cpi_index,0.0,16,BNGA,lstm_macro,62,True,False
Low Price,0.0139584410080164,1,BNGA,lstm_macro,72,True,False
Price Change 1 Day Percent,0.0045931387900826,2,BNGA,lstm_macro,72,True,False
Price Earnings Ratio,0.0042816401624198,3,BNGA,lstm_macro,72,True,False
ihsg_close,0.0025313119287602,4,BNGA,lstm_macro,72,True,False
High Price,0.0023721358470731,5,BNGA,lstm_macro,72,True,False
Price to Book Ratio,0.0022282285830993,6,BNGA,lstm_macro,72,True,False
exchange_rate_usd_idr,0.0019722937101808,7,BNGA,lstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0016062757406016,8,BNGA,lstm_macro,72,True,False
bi_rate,0.0003497870697174,9,BNGA,lstm_macro,72,True,False
Ask Price,0.0002857436339554,10,BNGA,lstm_macro,72,True,False
Bid Price,0.0002372005110373,11,BNGA,lstm_macro,72,True,False
ihsg_return_1d,9.980733739212155e-05,12,BNGA,lstm_macro,72,True,False
cpi_index,9.644621361918719e-08,13,BNGA,lstm_macro,72,True,False
Price to Sales Ratio,0.0,14,BNGA,lstm_macro,72,True,False
Moving Average 20 Day,0.0,15,BNGA,lstm_macro,72,True,False
inflation_rate,0.0,16,BNGA,lstm_macro,72,True,False
High Price,0.0081087175089068,1,BNGA,lstm_macro,82,True,False
Price Change 1 Day Percent,0.0077821797057351,2,BNGA,lstm_macro,82,True,False
Bid Price,0.0060299600282627,3,BNGA,lstm_macro,82,True,False
Ask Price,0.0058577662888318,4,BNGA,lstm_macro,82,True,False
ihsg_close,0.0055201239180116,5,BNGA,lstm_macro,82,True,False
exchange_rate_usd_idr,0.0053394017989436,6,BNGA,lstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0032810960788629,7,BNGA,lstm_macro,82,True,False
cpi_index,0.0023480093381791,8,BNGA,lstm_macro,82,True,False
Price to Sales Ratio,0.0011312822462059,9,BNGA,lstm_macro,82,True,False
inflation_rate,0.000327971841519,10,BNGA,lstm_macro,82,True,False
Moving Average 20 Day,0.0003086666908171,11,BNGA,lstm_macro,82,True,False
Price to Book Ratio,0.0001990680829762,12,BNGA,lstm_macro,82,True,False
bi_rate,0.0001489647373091,13,BNGA,lstm_macro,82,True,False
Price Earnings Ratio,0.0001159162257064,14,BNGA,lstm_macro,82,True,False
Low Price,0.0,15,BNGA,lstm_macro,82,True,False
ihsg_return_1d,0.0,16,BNGA,lstm_macro,82,True,False
Price Earnings Ratio,0.0046083199144858,1,BNGA,lstm_macro_ga,42,True,True
inflation_rate,0.0036495462184927,2,BNGA,lstm_macro_ga,42,True,True
Ask Price,0.0026221558008387,3,BNGA,lstm_macro_ga,42,True,True
bi_rate,0.0018661202112626,4,BNGA,lstm_macro_ga,42,True,True
cpi_index,0.0018419556564573,5,BNGA,lstm_macro_ga,42,True,True
Price to Book Ratio,0.0012447673177996,6,BNGA,lstm_macro_ga,42,True,True
Bid Price,0.0012349943489035,7,BNGA,lstm_macro_ga,42,True,True
High Price,0.0009137351808714,8,BNGA,lstm_macro_ga,42,True,True
Moving Average 20 Day,0.0006989400639819,9,BNGA,lstm_macro_ga,42,True,True
Price to Sales Ratio,0.0006970111969525,10,BNGA,lstm_macro_ga,42,True,True
ihsg_return_1d,0.0004951645018688,11,BNGA,lstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0003511231430262,12,BNGA,lstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0001685803860115,13,BNGA,lstm_macro_ga,42,True,True
Low Price,0.0001285184834462,14,BNGA,lstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,15,BNGA,lstm_macro_ga,42,True,True
ihsg_close,0.0,16,BNGA,lstm_macro_ga,42,True,True
ihsg_close,0.0093235502101985,1,BNGA,lstm_macro_ga,52,True,True
inflation_rate,0.0084018318564631,2,BNGA,lstm_macro_ga,52,True,True
Moving Average 20 Day,0.0055454649123324,3,BNGA,lstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0044938260165508,4,BNGA,lstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0028495115169789,5,BNGA,lstm_macro_ga,52,True,True
Ask Price,0.0025728485818641,6,BNGA,lstm_macro_ga,52,True,True
bi_rate,0.0025013558081506,7,BNGA,lstm_macro_ga,52,True,True
cpi_index,0.0014836695423582,8,BNGA,lstm_macro_ga,52,True,True
Price Earnings Ratio,0.0006038521668718,9,BNGA,lstm_macro_ga,52,True,True
Low Price,0.0002843251286928,10,BNGA,lstm_macro_ga,52,True,True
Bid Price,0.0001558208488859,11,BNGA,lstm_macro_ga,52,True,True
