Date,Price Change 1 Day Percent,High Price,Low Price,Moving Average 20 Day,Ask Price,Bid Price,Price to Sales Ratio,Price to Book Ratio,Dividend Indicated Yld - Gross,Price Earnings Ratio,Free Float Percent,Volume,VWAP (Vol Weighted Average Price),Equity Float,Closing Price
2024-11-28,-1.5909,4390,4330,4500,4340,4330,2.838,2.0172,7.3672,10.6816,46.2693,277081792,4348.5723,70125.258,4330
2024-11-26,-1.566,4470,4380,4519,4410,4400,2.8838,2.0498,7.25,10.8543,46.2693,266677504,4410.813,70125.258,4400
2024-11-25,1.5909,4530,4420,4534,4480,4470,2.9297,2.0824,7.1365,11.027,46.2693,401446400,4483.207,70125.258,4470
2024-11-22,3.5294,4420,4250,4548.5,4400,4390,2.8838,2.0498,7.25,10.8543,46.2693,280188096,4364.312,70125.258,4400
2024-11-21,-1.8476,4320,4250,4567,4260,4250,2.7855,1.9799,7.5059,10.4843,46.2693,376788416,4275.9092,70125.258,4250
2024-11-20,-0.6881,4440,4330,4595.5,4340,4330,2.838,2.0172,7.3672,10.6816,46.2693,298734592,4368.877,70125.258,4330
2024-11-19,0.2299,4410,4350,4622,4370,4360,2.8576,2.0311,7.3165,10.7556,46.2693,294851488,4374.436,70125.258,4360
2024-11-18,-2.6846,4460,4350,4649,4360,4350,2.8511,2.0265,7.3333,10.7309,46.2693,259191904,4393.9312,70125.258,4350
2024-11-15,-0.6667,4510,4450,4681,4480,4470,2.9297,2.0824,7.1365,11.027,46.2693,106365600,4474.0845,70125.258,4470
2024-11-14,-1.7467,4590,4500,4706,4510,4500,2.9494,2.0964,7.0889,11.101,46.2693,159871808,4530.5723,70125.258,4500
2024-11-13,1.7778,4610,4460,4730,4580,4570,3.0018,2.1336,6.9651,11.2983,46.2693,209627200,4552.3252,70125.258,4580
2024-11-12,0.8969,4520,4430,4748.5,4500,4490,2.9494,2.0964,7.0889,11.101,46.2693,252380096,4481.0098,70125.258,4500
2024-11-11,-1.3274,4540,4370,4769.5,4470,4460,2.9232,2.0777,7.1525,11.0023,46.2693,507192288,4442.7017,70125.258,4460
2024-11-08,-0.6593,4640,4520,4791.5,4530,4520,2.9625,2.1057,7.0575,11.1503,46.2693,213862592,4569.2373,70125.258,4520
2024-11-07,-1.087,4640,4550,4810.5,4560,4550,2.9822,2.1197,7.011,11.2243,46.2693,296218592,4576.2407,70125.258,4550
2024-11-06,-2.3355,4730,4600,4826,4600,4590,3.0149,2.143,6.9348,11.3477,46.2693,249059504,4647.0459,70125.258,4600
2024-11-05,-0.2119,4740,4680,4842.5,4720,4710,3.087,2.1942,6.7728,11.619,46.2693,199499296,4711.2466,70125.258,4710
2024-11-04,0.4255,4770,4650,4857,4730,4720,3.0936,2.1989,6.7585,11.6437,46.2693,209831504,4703.9253,70125.258,4720
2024-11-01,-2.0833,4820,4700,4862,4700,4690,3.0805,2.1895,6.7872,11.5944,46.2693,235656400,4737.0317,70125.258,4700
2024-10-31,1.9108,4870,4710,4870,4810,4800,3.146,2.2361,6.6458,11.841,46.2693,307110400,4810.8496,70125.258,4800
2024-10-30,0.2128,4750,4630,4876,4720,4710,3.087,2.1942,6.7728,11.619,46.2693,296314496,4681.9507,70125.258,4710
2024-10-29,-1.2605,4780,4700,4887.5,4710,4700,3.0805,2.1895,6.7872,11.5944,46.2693,203658592,4718.7017,70125.258,4700
2024-10-28,-0.2096,4800,4710,4906.25,4760,4750,3.1198,2.2175,6.7017,11.7424,46.2693,191211008,4742.4121,70125.258,4760
2024-10-25,-1.0373,4860,4770,4915.75,4780,4770,3.1264,2.2221,6.6876,11.767,46.2693,195647808,4793.3491,70125.258,4770
2024-10-24,-0.823,4900,4810,4932.25,4820,4810,3.1591,2.2454,6.6183,11.8904,46.2693,218162096,4839.8247,70125.258,4820
2024-10-23,-0.8163,4890,4810,4943.75,4870,4860,3.1853,2.2641,6.5638,11.9891,46.2693,222147296,4851.9858,70125.258,4860
2024-10-22,-1.8036,4970,4900,4967,4910,4900,3.2116,2.2827,6.5102,12.0877,46.2693,199707504,4926.0093,70125.258,4900
2024-10-21,0.4024,5025,4970,4998.25,5000,4990,3.2705,2.3246,6.3928,12.3098,46.2693,110708200,4986.4263,70125.258,4990
2024-10-18,-0.2008,5050,4960,5023.75,4980,4970,3.2574,2.3153,6.4185,12.2604,46.2693,157112992,4985.9009,70125.258,4970
2024-10-17,0.6061,5050,4940,5044,4990,4980,3.264,2.32,6.4056,12.2851,46.2693,188127696,4989.668,70125.258,4980
2024-10-16,0.6098,4970,4920,5065,4950,4940,3.2443,2.306,6.4444,12.2111,46.2693,118014304,4944.9038,70125.258,4950
2024-10-15,0.4082,4990,4920,5085,4930,4920,3.2247,2.292,6.4837,12.1371,46.2693,142372192,4946.5962,70125.258,4920
2024-10-14,0,4930,4870,5104,4910,4900,3.2116,2.2827,6.5102,12.0877,46.2693,125414400,4900.0566,70125.258,4900
2024-10-11,0.823,4940,4890,5124,4900,4890,3.2116,2.2827,6.5102,12.0877,46.2693,104875296,4912.4292,70125.258,4900
2024-10-10,-1.4199,4970,4860,5137.75,4870,4860,3.1853,2.2641,6.5638,11.9891,46.2693,226564704,4895.8389,70125.258,4860
2024-10-09,-1.4,5075,4930,5153.5,4940,4930,3.2312,2.2967,6.4706,12.1617,46.2693,309336608,4987.8159,70125.258,4930
2024-10-08,3.7344,5050,4760,5169.5,5000,4990,3.2771,2.3293,6.38,12.3344,46.2693,527474400,4926.46,70125.258,5000
2024-10-07,-0.823,4930,4810,5178.25,4830,4820,3.1591,2.2454,6.6183,11.8904,46.2693,308452192,4853.5518,70125.258,4820
2024-10-04,-1.2195,4920,4850,5198.5,4860,4850,3.1853,2.2641,6.5638,11.9891,46.2693,289960704,4881.8867,70125.258,4860
2024-10-03,-0.4049,4960,4860,5213,4920,4910,3.2247,2.292,6.4837,12.1371,46.2693,354814784,4904.8462,70125.258,4920
2024-10-02,-2.6601,5075,4900,5222,4950,4940,3.2378,2.3013,6.4575,12.1864,46.2693,307487616,4965.7578,70125.258,4940
2024-10-01,2.5253,5075,4970,5233.75,5100,5075,3.3263,2.3642,6.2857,12.5194,46.2693,197069296,5025.0278,70125.258,5075
2024-09-30,-2.9412,5050,4950,5238.75,4960,4950,3.2443,2.306,6.4444,12.2111,46.2693,539169920,4981.8628,70125.258,4950
2024-09-27,0.9901,5150,5000,5248.75,5125,5100,3.4247,2.5137,6.2549,12.75,46.2693,304694304,5080.0229,70125.258,5100
2024-09-26,-5.1643,5200,5025,5250,5075,5050,3.3911,2.4891,6.3168,12.625,46.2693,855266816,5107.1396,70125.258,5050
2024-09-25,-3.6199,5425,5200,5255,5325,5300,3.5758,2.6246,5.9906,13.3125,46.2693,607065920,5287.7935,70125.258,5325
2024-09-24,0.4545,5575,5525,5247.5,5550,5525,3.7101,2.7232,5.7738,13.8124,46.2693,195415696,5541.7168,70125.258,5525
2024-09-23,2.3256,5500,5350,5236.25,5525,5500,3.6933,2.7109,5.8,13.75,46.2693,245292000,5465.6626,70125.258,5500
2024-09-20,-0.463,5450,5375,5218.75,5400,5375,3.6093,2.6493,5.9349,13.4375,46.2693,260437408,5400.7192,70125.258,5375
2024-09-19,0.9346,5500,5400,5202.5,5425,5400,3.6261,2.6616,5.9074,13.5,46.2693,332941088,5444.0791,70125.258,5400
2024-09-18,0.9434,5375,5325,5187.5,5375,5350,3.5926,2.637,5.9626,13.375,46.2693,186877296,5349.5317,70125.258,5350
2024-09-17,0,5350,5250,5167.5,5325,5300,3.559,2.6123,6.0189,13.25,46.2693,201331600,5306.6436,70125.258,5300
2024-09-13,2.4155,5300,5175,5143.5,5300,5275,3.559,2.6123,6.0189,13.25,46.2693,259722592,5249.7378,70125.258,5300
2024-09-12,0,5225,5150,5120,5200,5175,3.475,2.5507,6.1643,12.9375,46.2693,138542096,5191.1069,70125.258,5175
2024-09-11,-1.4286,5250,5125,5102.75,5175,5150,3.475,2.5507,6.1643,12.9375,46.2693,165284896,5174.1646,70125.258,5175
2024-09-10,1.4493,5250,5125,5085,5250,5225,3.5254,2.5877,6.0762,13.125,46.2693,202326400,5193.4243,70125.258,5250
2024-09-09,-0.9569,5300,5150,5058.5,5200,5175,3.475,2.5507,6.1643,12.9375,46.2693,201448704,5204.7729,70125.258,5175
2024-09-06,1.4563,5250,5150,5033.75,5250,5225,3.5086,2.5754,6.1053,13.0625,46.2693,170520704,5223.2822,70125.258,5225
2024-09-05,0.9804,5150,5075,5006,5150,5125,3.4583,2.5384,6.1942,12.875,46.2693,166436800,5125.8809,70125.258,5150
2024-09-04,-1.4493,5175,5100,4981.5,5100,5075,3.4247,2.5137,6.2549,12.75,46.2693,141890400,5115.1406,70125.258,5100
2024-09-03,0,5250,5150,4957.5,5175,5150,3.475,2.5507,6.1643,12.9375,46.2693,166033904,5191.1484,70125.258,5175
2024-09-02,0.4854,5225,5150,4928.75,5200,5175,3.475,2.5507,6.1643,12.9375,46.2693,136717200,5190.8599,70125.258,5175
2024-08-30,0.4878,5175,5125,4896.5,5175,5150,3.4583,2.5384,6.1942,12.875,46.2693,275297984,5152.0552,70125.258,5150
2024-08-29,-0.4854,5175,5100,4874.5,5150,5125,3.4415,2.5261,6.2244,12.8125,46.2693,160041904,5141.3242,70125.258,5125
2024-08-28,-0.4831,5175,5025,4855.75,5150,5125,3.4583,2.5384,6.1942,12.875,46.2693,277561696,5101.0859,70125.258,5150
2024-08-27,-2.3585,5275,5100,4831.75,5175,5150,3.475,2.5507,6.1643,12.9375,46.2693,271088704,5171.3574,70125.258,5175
2024-08-26,2.9126,5325,5200,4806.5,5300,5275,3.559,2.6123,6.0189,13.25,46.2693,361169792,5266.2915,70125.258,5300
2024-08-23,1.9802,5200,5125,4780.5,5175,5150,3.4583,2.5384,6.1942,12.875,46.2693,217759296,5161.3496,70125.258,5150
2024-08-22,-0.9804,5150,5025,4761,5050,5025,3.3911,2.4891,6.3168,12.625,46.2693,474043104,5075.5322,70125.258,5050
2024-08-21,3.0303,5100,4980,4743.5,5100,5075,3.4247,2.5137,6.2549,12.75,46.2693,390307008,5060.5356,70125.258,5100
2024-08-20,2.6971,4950,4840,4727.5,4950,4940,3.324,2.4398,6.4444,12.375,46.2693,310085504,4908.3076,70125.258,4950
2024-08-19,-0.207,4820,4750,4719.5,4820,4810,3.2367,2.3757,6.6183,12.05,46.2693,196203200,4787.7178,70125.258,4820
2024-08-16,0,4870,4830,4724,4840,4830,3.2434,2.3807,6.6046,12.075,46.2693,149701696,4847.8252,70125.258,4830
2024-08-15,0.2075,4870,4790,4727.5,4830,4820,3.2434,2.3807,6.6046,12.075,46.2693,214394896,4824.4429,70125.258,4830
2024-08-14,2.1186,4840,4760,4730.5,4820,4810,3.2367,2.3757,6.6183,12.05,46.2693,262716496,4811.7656,70125.258,4820
2024-08-13,0.8547,4750,4690,4727.5,4730,4720,3.1695,2.3264,6.7585,11.8,46.2693,109533400,4717.4932,70125.258,4720
2024-08-12,0.2141,4720,4650,4728,4680,4670,3.1426,2.3067,6.8162,11.7,46.2693,83552800,4675.4521,70125.258,4680
2024-08-09,0.2146,4730,4670,4735,4680,4670,3.1359,2.3018,6.8308,11.675,46.2693,98730896,4698.311,70125.258,4670
2024-08-08,0.8658,4690,4590,4746.5,4660,4650,3.1292,2.2969,6.8455,11.65,46.2693,131343400,4653.3403,70125.258,4660
2024-08-07,0.4348,4640,4590,4755.5,4630,4620,3.1024,2.2772,6.9048,11.55,46.2693,125984096,4622.6523,70125.258,4620
2024-08-06,1.5453,4650,4520,4767,4610,4600,3.0889,2.2673,6.9348,11.5,46.2693,238051808,4585.334,70125.258,4600
2024-08-05,-3.8217,4670,4510,4780.5,4540,4530,3.0419,2.2328,7.0419,11.325,46.2693,329430912,4586.0933,70125.258,4530
2024-08-02,-0.8421,4750,4690,4791.5,4720,4710,3.1628,2.3215,6.7728,11.775,46.2693,113328400,4713.0015,70125.258,4710
2024-08-01,1.7131,4750,4690,4796,4750,4740,3.1897,2.3412,6.7158,11.875,46.2693,169636704,4725.4507,70125.258,4750
2024-07-31,0,4710,4650,4798,4680,4670,3.1359,2.3018,6.8308,11.675,46.2693,168490304,4678.7329,70125.258,4670
2024-07-30,-2.3013,4740,4670,4794.5,4680,4670,3.1359,2.3018,6.8308,11.675,46.2693,204374096,4690.9663,70125.258,4670
2024-07-29,0.4202,4800,4760,4789.5,4780,4770,3.2098,2.356,6.6736,11.95,46.2693,126109904,4778.1465,70125.258,4780
2024-07-26,1.2766,4810,4740,4782,4770,4760,3.1964,2.3462,6.7017,11.9,46.2693,192267296,4776.7456,70125.258,4760
2024-07-25,-1.6736,4760,4660,4774,4710,4700,3.1561,2.3166,6.7872,11.75,46.2693,274397696,4698.0488,70125.258,4700
2024-07-24,-0.2088,4800,4760,4762,4790,4780,3.2098,2.356,6.6736,11.95,46.2693,116037600,4779.0996,70125.258,4780
2024-07-23,-2.444,4910,4780,4741.5,4800,4790,3.2165,2.361,6.6597,11.975,46.2693,170919504,4837.8657,70125.258,4790
2024-07-22,0.2041,4940,4880,4721,4910,4900,3.2971,2.4201,6.4969,12.275,46.2693,140128304,4907.5508,70125.258,4910
2024-07-19,0.2045,4910,4850,4695.5,4900,4890,3.2904,2.4152,6.5102,12.25,46.2693,135104800,4881.1538,70125.258,4900
2024-07-18,2.7311,4890,4750,4672.5,4890,4880,3.2837,2.4102,6.5235,12.225,46.2693,296614912,4850.083,70125.258,4890
2024-07-17,0.6342,4810,4720,4641.5,4760,4750,3.1964,2.3462,6.7017,11.9,46.2693,263325408,4758.438,70125.258,4760
2024-07-16,-1.8672,4840,4730,4608.5,4740,4730,3.1762,2.3314,6.7442,11.825,46.2693,189271392,4774.0498,70125.258,4730
2024-07-15,-1.6327,4930,4810,4581,4820,4810,3.2367,2.3757,6.6183,12.05,46.2693,188712992,4843.7705,70125.258,4820
2024-07-12,1.2397,4980,4880,4555.5,4910,4900,3.2904,2.4152,6.5102,12.25,46.2693,327141312,4938.0791,70125.258,4900
2024-07-11,-0.2062,4920,4840,4528,4850,4840,3.2501,2.3856,6.5909,12.1,46.2693,170470400,4868.7402,70125.258,4840
2024-07-10,-0.4107,4920,4840,4503,4860,4850,3.2568,2.3905,6.5773,12.125,46.2693,167619696,4869.5698,70125.258,4850
2024-07-09,2.5263,4930,4750,4480.5,4880,4870,3.2702,2.4004,6.5503,12.175,46.2693,291320384,4874.8281,70125.258,4870
2024-07-08,-1.0417,4830,4740,4454.5,4760,4750,3.1897,2.3412,6.7158,11.875,46.2693,222042096,4762.5264,70125.258,4750
2024-07-05,0.2088,4870,4790,4442,4810,4800,3.2232,2.3659,6.6458,12,46.2693,218278000,4820.4409,70125.258,4800
2024-07-04,4.1304,4830,4660,4422,4790,4780,3.2165,2.361,6.6597,11.975,46.2693,422261504,4766.8945,70125.258,4790
2024-07-03,0.6565,4640,4560,4405,4600,4590,3.0889,2.2673,6.9348,11.5,46.2693,176310400,4588.8667,70125.258,4600
2024-07-02,-1.2959,4630,4570,4401.5,4580,4570,3.0688,2.2525,6.9803,11.425,46.2693,234403104,4590.1631,70125.258,4570
2024-07-01,0.6522,4670,4560,4390,4640,4630,3.1091,2.2821,6.8898,11.575,46.2693,261421200,4624.4912,70125.258,4630
2024-06-28,3.139,4640,4580,4377.5,4610,4600,3.0889,2.2673,6.9348,11.5,46.2693,581319296,4609.7793,70125.258,4600
2024-06-27,2.0595,4500,4380,4368,4470,4460,3.0692,2.2953,7.1525,11.1331,46.2693,299430592,4455.772,70125.258,4460
2024-06-26,-0.2283,4430,4350,4371.5,4380,4370,3.0073,2.249,7.2998,10.9084,46.2693,150303392,4383.2451,70125.258,4370
2024-06-25,-0.4545,4400,4280,4380.5,4390,4380,3.0142,2.2542,7.2831,10.9334,46.2693,383572512,4328.6694,70125.258,4380
2024-06-24,-0.9009,4510,4400,4397.5,4400,4390,3.0279,2.2645,7.25,10.9833,46.2693,303830784,4440.6538,70125.258,4400
2024-06-21,3.9813,4490,4260,4411.5,4450,4440,3.0555,2.285,7.1847,11.0832,46.2693,542704320,4408.8169,70125.258,4440
2024-06-20,4.1463,4270,4130,4430.5,4280,4270,2.9385,2.1976,7.4707,10.6588,46.2695,387133408,4221.9907,70125.664,4270
2024-06-19,-1.9139,4240,4090,4463,4100,4090,2.8215,2.1101,7.7805,10.2344,46.2701,410338400,4140.166,70126.57,4100
2024-06-14,-3.0162,4320,4170,4500,4180,4170,2.8766,2.1512,7.6316,10.4341,46.2701,358893184,4227.7554,70126.57,4180
2024-06-13,-0.9195,4420,4300,4532,4320,4310,2.966,2.2181,7.4014,10.7586,46.2701,238349600,4353.9258,70126.57,4310
2024-06-12,0.2304,4360,4310,4553,4360,4350,2.9935,2.2387,7.3333,10.8585,46.2701,187332496,4335.1611,70126.57,4350
2024-06-11,-1.3636,4440,4340,4569.5,4350,4340,2.9867,2.2336,7.3502,10.8335,46.2706,197854400,4380.79,70127.297,4340
2024-06-10,1.1494,4430,4320,4586.5,4410,4400,3.0279,2.2645,7.25,10.9833,46.2706,181387008,4378.3394,70127.297,4400
2024-06-07,-3.3333,4500,4350,4600,4360,4350,2.9935,2.2387,7.3333,10.8585,46.2706,375439616,4398.8755,70127.297,4350
2024-06-06,2.2727,4500,4390,4622,4500,4490,3.0968,2.3159,7.0889,11.2329,46.2706,281534208,4454.2168,70127.297,4500
2024-06-05,-1.1236,4500,4400,4634.5,4400,4390,3.0279,2.2645,7.25,10.9833,46.2706,246362496,4436.7471,70127.297,4400
2024-06-04,-1.766,4590,4450,4652.5,4450,4440,3.0624,2.2902,7.1685,11.1081,46.2706,332902208,4508.2031,70127.297,4450
2024-06-03,4.3779,4560,4400,4677,4540,4530,3.1174,2.3314,7.0419,11.3078,46.2706,345770112,4495.2544,70127.297,4530
2024-05-31,-0.9132,4470,4330,4689,4340,4330,2.9867,2.2336,7.3502,10.8335,46.2874,655144128,4360.2427,70152.727,4340
2024-05-30,-0.6803,4480,4310,4713.5,4390,4380,3.0142,2.2542,7.2831,10.9334,46.2874,502927808,4400.9141,70152.727,4380
2024-05-29,-2.649,4500,4400,4752,4420,4410,3.0348,2.2696,7.2336,11.0083,46.2874,465008512,4441.666,70152.727,4410
2024-05-28,-0.4396,4630,4520,4792.75,4540,4530,3.1174,2.3314,7.0419,11.3078,46.2874,258070208,4575.6123,70152.727,4530
2024-05-27,-3.6017,4720,4550,4831.25,4560,4550,3.1312,2.3417,7.011,11.3577,46.2874,363719296,4631.7959,70152.727,4550
2024-05-22,0.8547,4770,4650,4868.75,4730,4720,3.2482,2.4291,6.7585,11.7821,46.2874,215066000,4713.9404,70152.727,4720
2024-05-21,-2.9046,4870,4680,4896.5,4690,4680,3.2206,2.4086,6.8162,11.6822,46.2874,272599392,4738.6069,70152.727,4680
2024-05-20,-2.0325,5050,4820,4936.25,4830,4820,3.317,2.4806,6.6183,12.0317,46.2874,335150688,4928.4722,70152.727,4820
2024-05-17,1.6529,4960,4820,4960.25,4930,4920,3.3858,2.5321,6.4837,12.2813,46.2874,208991808,4902.1108,70152.727,4920
2024-05-16,0.4149,4960,4840,4981.75,4850,4840,3.3307,2.4909,6.5909,12.0816,46.2874,371295008,4903.8555,70152.727,4840
2024-05-15,1.9027,4870,4760,5022.25,4830,4820,3.317,2.4806,6.6183,12.0317,46.2874,298990304,4825.0234,70152.727,4820
2024-05-14,1.0684,4810,4700,5066.25,4740,4730,3.255,2.4343,6.7442,11.8071,46.2874,341458912,4749.1738,70152.727,4730
2024-05-13,0,4700,4630,5111,4690,4680,3.2206,2.4086,6.8162,11.6822,46.2874,320067104,4672.1436,70152.727,4680
2024-05-08,0.2141,4740,4570,5160.75,4690,4680,3.2206,2.4086,6.8162,11.6822,46.2874,572275776,4648.4219,70152.727,4680
2024-05-07,-2.5052,4780,4670,5223,4680,4670,3.2138,2.4034,6.8308,11.6573,46.2874,304013600,4711.5195,70152.727,4670
2024-05-06,0.8421,4840,4730,5292,4790,4780,3.2963,2.4652,6.6597,11.9568,46.2874,262707392,4792.9048,70152.727,4790
2024-05-03,-0.2101,4830,4710,5365,4760,4750,3.2688,2.4446,6.7158,11.857,46.2874,322179104,4753.2964,70152.727,4750
2024-05-02,-3.6437,4920,4700,5442.5,4770,4760,3.2757,2.4497,6.7017,11.8819,46.2874,636922112,4776.6582,70152.727,4760
2024-04-30,3.5639,5050,4820,5517,4950,4940,3.3996,2.5424,6.4575,12.3313,46.2874,565609216,4956.4258,70152.727,4940
2024-04-29,-1.2422,4890,4680,5576.25,4780,4770,3.2826,2.4549,6.6876,11.9069,46.2874,700644800,4786.9277,70152.727,4770
2024-04-26,-6.2136,5100,4830,5642.75,4830,4820,3.3239,2.4858,6.6046,12.0567,46.2874,782589888,4923.9404,70152.727,4830
2024-04-25,-1.4354,5200,5050,5706.25,5175,5150,3.5441,2.6504,6.1942,12.8555,46.2874,479170912,5126.8232,70152.727,5150
2024-04-24,-1.4151,5350,5150,5748.75,5250,5225,3.5957,2.689,6.1053,13.0427,46.2874,471241408,5234.2158,70152.727,5225
2024-04-23,0,5400,5225,5787.5,5325,5300,3.6473,2.7276,6.0189,13.2299,46.2874,283676416,5306.373,70152.727,5300
2024-04-22,0.4739,5325,5150,5821.25,5300,5275,3.6473,2.7276,6.0189,13.2299,46.2874,342282816,5226.0908,70152.727,5300
2024-04-19,-3.653,5375,5250,5863.75,5275,5250,3.6301,2.7148,6.0474,13.1675,46.2874,258211504,5297.6509,70152.727,5275
2024-04-18,3.3019,5500,5300,5920,5475,5450,3.7677,2.8177,5.8265,13.6667,46.2874,247410704,5414.0776,70152.727,5475
2024-04-17,-0.9346,5500,5300,5963.75,5325,5300,3.6473,2.7276,6.0189,13.2299,46.2874,244002000,5378.9067,70152.727,5300
2024-04-16,-5.3097,5575,5350,6010,5375,5350,3.6817,2.7534,5.9626,13.3547,46.2874,600717504,5411.2114,70152.727,5350
2024-04-05,-0.8772,5700,5625,6052.5,5650,5625,3.8882,2.9078,5.646,14.1036,46.2875,178817792,5653.7788,70152.82,5650
2024-04-04,1.3333,5750,5650,6076.25,5700,5675,3.9226,2.9335,5.5965,14.2284,46.2875,133406600,5694.4673,70152.82,5700
2024-04-03,-0.8811,5675,5525,6093.75,5650,5625,3.871,2.8949,5.6711,14.0412,46.2875,333518688,5593.6001,70152.82,5625
2024-04-02,-4.2194,5950,5625,6118.75,5700,5675,3.9054,2.9206,5.6211,14.166,46.2875,412180896,5710.1494,70152.82,5675
2024-04-01,-2.0661,6025,5825,6141.25,5925,5900,4.0774,3.0493,5.384,14.79,46.2875,217207808,5904.9648,70152.82,5925
2024-03-28,-3.2,6200,6025,6156.25,6075,6050,4.1634,3.1136,5.2727,15.102,46.2875,288926912,6091.4209,70152.82,6050
2024-03-27,-0.7937,6325,6225,6160,6250,6225,4.4844,3.0268,5.104,15.6796,46.2875,73308896,6269.9414,70152.82,6250
2024-03-26,0.8,6300,6200,6156.25,6300,6275,4.5202,3.051,5.0635,15.805,46.2875,120748400,6268.146,70152.82,6300
2024-03-25,2.0408,6250,6125,6147.5,6250,6225,4.4844,3.0268,5.104,15.6796,46.2875,115729600,6187.269,70152.82,6250
2024-03-22,0.4098,6125,6050,6147.5,6150,6125,4.3947,2.9663,5.2082,15.366,46.2875,74936496,6108.5903,70152.82,6125
2024-03-21,0,6200,6100,6156.25,6125,6100,4.3767,2.9542,5.2295,15.3033,46.2875,136020000,6137.9727,70152.82,6100
2024-03-20,1.6667,6100,6000,6166.25,6125,6100,4.3767,2.9542,5.2295,15.3033,46.2875,120885400,6069.2505,70152.82,6100
2024-03-19,0,6050,5975,6166.25,6025,6000,4.305,2.9058,5.3167,15.0524,46.2875,114338600,6013.4175,70152.82,6000
2024-03-18,0.4184,6100,5975,6173.75,6025,6000,4.305,2.9058,5.3167,15.0524,46.2875,110564704,6026.6846,70152.82,6000
2024-03-15,-2.8455,6075,5950,6180,6000,5975,4.2871,2.8936,5.3389,14.9897,46.2875,305995808,5995.9077,70152.82,5975
2024-03-14,-3.9062,6200,6050,6181.25,6150,6125,4.4126,2.9784,5.187,15.4287,46.2875,271254016,6129.105,70152.82,6150
2024-03-13,0.7874,6450,6350,6175,6400,6375,4.592,3.0995,4.9844,16.0559,46.2875,195173104,6383.3647,70152.82,6400
2024-03-08,2.008,6400,6250,6147.5,6350,6325,4.5561,3.0753,5.0236,15.9304,46.2875,163060000,6323.9824,70152.82,6350
2024-03-07,0.4032,6275,6200,6121.25,6250,6225,4.4664,3.0147,5.1245,15.6169,46.2875,117724704,6227.166,70152.82,6225
2024-03-06,1.2245,6200,6100,6098.75,6225,6200,4.4485,3.0026,5.1452,15.5541,46.2875,84108800,6161.8169,70152.82,6200
