Date,Price Change 1 Day Percent,High Price,Low Price,Moving Average 20 Day,Ask Price,Bid Price,Price to Sales Ratio,Price to Book Ratio,Dividend Indicated Yld - Gross,Price Earnings Ratio,Free Float Percent,Volume,VWAP (Vol Weighted Average Price),Equity Float,Closing Price
2024-11-25,1.1811,2570,2530,2532.5,2570,2560,0.9295,0.4973,4.8825,7.6707,7.4694,2278100,2549.0237,730.0239,2570
2024-11-22,0.7937,2540,2520,2534.5,2540,2530,0.9187,0.4915,4.9402,7.5812,7.4694,688900,2529.0796,730.0239,2540
2024-11-21,0,2540,2520,2538.5,2530,2520,0.9114,0.4876,4.9794,7.5215,7.4694,963500,2527.7976,730.0239,2520
2024-11-20,0,2570,2520,2542.5,2530,2520,0.9114,0.4876,4.9794,7.5215,7.4694,1212700,2539.5457,730.0239,2520
2024-11-19,0.3984,2530,2500,2548,2530,2520,0.9114,0.4876,4.9794,7.5215,7.4694,595600,2518.7776,730.0239,2520
2024-11-18,-0.3968,2530,2500,2552,2520,2510,0.9078,0.4857,4.9992,7.4916,7.4694,742600,2511.1365,730.0239,2510
2024-11-15,0,2550,2500,2557.5,2520,2510,0.9114,0.4876,4.9794,7.5215,7.4694,806200,2524.3054,730.0239,2520
2024-11-14,0.3984,2550,2500,2562,2520,2510,0.9114,0.4876,4.9794,7.5215,7.4694,1482100,2513.8433,730.0239,2520
2024-11-13,-0.7905,2560,2510,2567.5,2530,2510,0.9078,0.4857,4.9992,7.4916,7.4694,815200,2519.259,730.0239,2510
2024-11-12,0.3968,2550,2510,2573,2530,2510,0.9151,0.4896,4.9597,7.5513,7.4694,955000,2529.8042,730.0239,2530
2024-11-11,0,2530,2500,2577.5,2520,2510,0.9114,0.4876,4.9794,7.5215,7.4694,1526900,2509.0747,730.0239,2520
2024-11-08,0.3984,2530,2500,2582,2520,2510,0.9114,0.4876,4.9794,7.5215,7.4694,1415700,2504.9543,730.0239,2520
2024-11-07,0,2520,2500,2585,2510,2500,0.9078,0.4857,4.9992,7.4916,7.4694,1519600,2508.5068,730.0239,2510
2024-11-06,-1.1811,2540,2500,2590,2520,2510,0.9078,0.4857,4.9992,7.4916,7.4694,768500,2514.6143,730.0239,2510
2024-11-05,0,2550,2520,2595,2540,2530,0.9187,0.4915,4.9402,7.5812,7.4694,514000,2533.5525,730.0239,2540
2024-11-04,0.3953,2540,2510,2599,2540,2530,0.9187,0.4915,4.9402,7.5812,7.4694,681800,2520.2668,730.0239,2540
2024-11-01,-1.5564,2570,2520,2603,2540,2530,0.9151,0.4896,4.9597,7.5513,7.4694,1258100,2539.1353,730.0239,2530
2024-10-31,0,2590,2550,2607.5,2580,2570,0.9295,0.4973,4.8825,7.6707,7.4694,1088000,2567.5579,730.0239,2570
2024-10-30,-0.3876,2590,2540,2610.5,2570,2560,0.9295,0.4973,4.8825,7.6707,7.4694,1584000,2561.4048,730.0239,2570
2024-10-29,-1.1494,2610,2580,2612,2590,2580,0.9331,0.4992,4.8636,7.7006,7.4694,586000,2587.1553,730.0239,2580
2024-10-28,-0.3817,2620,2590,2613,2610,2600,0.944,0.5051,4.8077,7.7901,7.4694,735400,2600.6785,730.0239,2610
2024-10-25,0.7692,2620,2600,2612.5,2620,2610,0.9476,0.507,4.7893,7.8199,7.4694,928100,2611.1541,730.0239,2620
2024-10-24,-1.1407,2630,2600,2613,2610,2600,0.9404,0.5031,4.8262,7.7602,7.4694,688000,2606.6467,730.0239,2600
2024-10-23,1.1538,2630,2600,2615,2630,2610,0.9512,0.5089,4.7711,7.8498,7.4694,622900,2615.5515,730.0239,2630
2024-10-22,-0.7634,2620,2600,2615.5,2610,2600,0.9404,0.5031,4.8262,7.7602,7.4694,1204900,2605.1707,730.0239,2600
2024-10-21,0.3831,2640,2610,2619,2630,2620,0.9476,0.507,4.7893,7.8199,7.4694,741000,2624.5803,730.0239,2620
2024-10-18,-0.7605,2630,2600,2622,2620,2610,0.944,0.5051,4.8077,7.7901,7.4694,725100,2613.8918,730.0239,2610
2024-10-17,0.3817,2630,2600,2626,2630,2610,0.9512,0.5089,4.7711,7.8498,7.4694,407200,2616.6257,730.0239,2630
2024-10-16,0,2620,2590,2628,2620,2610,0.9476,0.507,4.7893,7.8199,7.4694,361700,2607.3459,730.0239,2620
2024-10-15,0.3831,2620,2580,2629,2620,2610,0.9476,0.507,4.7893,7.8199,7.4694,254700,2603.5493,730.0239,2620
2024-10-14,1.1628,2620,2590,2629.5,2610,2600,0.944,0.5051,4.8077,7.7901,7.4694,790600,2602.4956,730.0239,2610
2024-10-11,-1.1494,2620,2580,2629.5,2600,2580,0.9331,0.4992,4.8636,7.7006,7.4694,801900,2593.6538,730.0239,2580
2024-10-10,0,2620,2600,2631.5,2620,2610,0.944,0.5051,4.8077,7.7901,7.4694,402000,2609.8408,730.0239,2610
2024-10-09,-0.3817,2620,2600,2631,2620,2610,0.944,0.5051,4.8077,7.7901,7.4694,705700,2608.7119,730.0239,2610
2024-10-08,0,2630,2590,2631,2630,2620,0.9476,0.507,4.7893,7.8199,7.4694,902500,2610.2393,730.0239,2620
2024-10-07,0,2630,2590,2630.5,2620,2600,0.9476,0.507,4.7893,7.8199,7.4694,905800,2608.5449,730.0239,2620
2024-10-04,-0.3802,2630,2580,2630.5,2630,2620,0.9476,0.507,4.7893,7.8199,7.4694,649600,2607.5093,730.0239,2620
2024-10-03,1.1538,2640,2570,2631,2630,2620,0.9512,0.5089,4.7711,7.8498,7.4694,1468900,2608.6343,730.0239,2630
2024-10-02,0,2620,2580,2630.5,2600,2590,0.9404,0.5031,4.8262,7.7602,7.4694,1137300,2589.0898,730.0239,2600
2024-10-01,0,2620,2590,2631.5,2610,2590,0.9404,0.5031,4.8262,7.7602,7.4694,669000,2605.1226,730.0239,2600
2024-09-30,-1.1407,2650,2570,2633,2610,2600,0.9404,0.5031,4.8262,7.7602,7.4694,1811400,2591.7737,730.0239,2600
2024-09-27,-0.3788,2640,2610,2633.5,2630,2620,0.9814,0.5209,4.7711,7.4482,7.4694,428700,2620.3569,730.0239,2630
2024-09-26,0,2650,2620,2633.5,2640,2630,0.9852,0.5229,4.753,7.4766,7.4694,706100,2633.7078,730.0239,2640
2024-09-25,-1.1236,2690,2620,2633.5,2640,2630,0.9852,0.5229,4.753,7.4766,7.4694,1777400,2643.3926,730.0239,2640
2024-09-24,-0.3731,2690,2660,2634.5,2680,2670,0.9964,0.5289,4.6996,7.5615,7.4694,892400,2671.6001,730.0239,2670
2024-09-23,-0.3717,2730,2680,2634,2690,2680,1.0001,0.5309,4.6821,7.5898,7.4694,617000,2693.1621,730.0239,2680
2024-09-20,0.7491,2710,2670,2630,2700,2690,1.0038,0.5328,4.6647,7.6182,7.4694,2393300,2691.8042,730.0239,2690
2024-09-19,1.1364,2680,2630,2624.5,2670,2660,0.9964,0.5289,4.6996,7.5615,7.4694,1275400,2665.6406,730.0239,2670
2024-09-18,0.3802,2650,2620,2622.5,2650,2640,0.9852,0.5229,4.753,7.4766,7.4694,662700,2634.364,730.0239,2640
2024-09-17,0.7663,2630,2610,2621,2630,2620,0.9814,0.5209,4.7711,7.4482,7.4694,930900,2620.0762,730.0239,2630
2024-09-13,-0.3817,2630,2610,2618.5,2620,2610,0.974,0.517,4.8077,7.3916,7.4694,388700,2616.4651,730.0239,2610
2024-09-12,0.7692,2630,2590,2616.5,2630,2620,0.9777,0.519,4.7893,7.4199,7.4694,1000700,2608.2463,730.0239,2620
2024-09-11,-0.3831,2630,2600,2614.5,2610,2600,0.9702,0.515,4.8262,7.3633,7.4694,335800,2608.3533,730.0239,2600
2024-09-10,0,2620,2600,2613,2610,2600,0.974,0.517,4.8077,7.3916,7.4694,277900,2608.647,730.0239,2610
2024-09-09,-0.3817,2630,2600,2610,2620,2610,0.974,0.517,4.8077,7.3916,7.4694,481900,2608.5681,730.0239,2610
2024-09-06,-0.3802,2650,2620,2606,2630,2610,0.9777,0.519,4.7893,7.4199,7.4694,299800,2627.1213,730.0239,2620
2024-09-05,0.3817,2630,2600,2601.5,2630,2620,0.9814,0.5209,4.7711,7.4482,7.4694,516600,2622.3054,730.0239,2630
2024-09-04,0,2630,2590,2595,2620,2610,0.9777,0.519,4.7893,7.4199,7.4694,705000,2606.2383,730.0239,2620
2024-09-03,-0.3802,2640,2610,2588,2630,2620,0.9777,0.519,4.7893,7.4199,7.4694,985800,2620.2466,730.0239,2620
2024-09-02,0.7663,2680,2600,2580.5,2640,2630,0.9814,0.5209,4.7711,7.4482,7.4694,1016700,2639.825,730.0239,2630
2024-08-30,-0.7605,2640,2600,2572,2620,2610,0.974,0.517,4.8077,7.3916,7.4694,1433300,2615.7344,730.0239,2610
2024-08-29,-0.3788,2670,2620,2569,2640,2630,0.9814,0.5209,4.7711,7.4482,7.4694,695100,2640.9509,730.0239,2630
2024-08-28,-0.7519,2670,2620,2566,2640,2630,0.9852,0.5229,4.753,7.4766,7.4694,1116600,2635.1362,730.0239,2640
2024-08-27,0,2680,2630,2563.5,2660,2650,0.9926,0.5269,4.7173,7.5332,7.4694,576200,2646.8274,730.0239,2660
2024-08-26,2.3077,2700,2590,2559,2660,2650,0.9926,0.5269,4.7173,7.5332,7.4694,1709900,2657.8953,730.0239,2660
2024-08-23,0.7752,2630,2570,2554.5,2600,2590,0.9702,0.515,4.8262,7.3633,7.4694,957400,2604.4797,730.0239,2600
2024-08-22,-1.9011,2630,2580,2552.5,2590,2580,0.9628,0.511,4.8636,7.3066,7.4694,1288800,2589.6748,730.0239,2580
2024-08-21,0.7663,2650,2610,2550.5,2630,2620,0.9814,0.5209,4.7711,7.4482,7.4694,1155000,2628.8347,730.0239,2630
2024-08-20,1.1628,2620,2580,2548.5,2610,2600,0.974,0.517,4.8077,7.3916,7.4694,898100,2604.4517,730.0239,2610
2024-08-19,0.3891,2590,2560,2547.5,2590,2580,0.9628,0.511,4.8636,7.3066,7.4694,407300,2582.1213,730.0239,2580
2024-08-16,-0.3876,2590,2570,2549,2580,2570,0.959,0.5091,4.8825,7.2783,7.4694,493500,2579.6292,730.0239,2570
2024-08-15,0.3891,2590,2570,2551,2590,2580,0.9628,0.511,4.8636,7.3066,7.4694,488400,2574.7358,730.0239,2580
2024-08-14,0.7843,2590,2550,2552,2580,2570,0.959,0.5091,4.8825,7.2783,7.4694,1189300,2573.3591,730.0239,2570
2024-08-13,0.7905,2550,2530,2554.5,2550,2540,0.9516,0.5051,4.9208,7.2217,7.4694,320400,2541.5481,730.0239,2550
2024-08-12,0,2550,2500,2558,2540,2530,0.9441,0.5011,4.9597,7.165,7.4694,613300,2523.1013,730.0239,2530
2024-08-09,1.2,2540,2500,2561,2530,2520,0.9441,0.5011,4.9597,7.165,7.4694,745000,2525.8872,730.0239,2530
2024-08-08,0.8065,2500,2480,2565,2500,2490,0.9329,0.4952,5.0192,7.0801,7.4694,480700,2490.9839,730.0239,2500
2024-08-07,0.4049,2500,2460,2570,2490,2480,0.9255,0.4912,5.0597,7.0234,7.4694,545000,2484.1487,730.0239,2480
2024-08-06,0.4065,2490,2440,2576,2470,2460,0.9217,0.4893,5.0802,6.9951,7.4694,1281400,2461.0115,730.0239,2470
2024-08-05,-3.5294,2550,2430,2582,2470,2460,0.918,0.4873,5.1008,6.9668,7.4694,3924800,2486.2358,730.0239,2460
2024-08-02,-0.7782,2570,2550,2588,2570,2550,0.9516,0.5051,4.9208,7.2217,7.4694,381000,2561.874,730.0239,2550
2024-08-01,-0.7722,2580,2550,2590.5,2570,2560,0.959,0.5091,4.8825,7.2783,7.4694,437700,2562.6479,730.0239,2570
2024-07-31,0.7782,2590,2530,2590.5,2590,2570,0.9665,0.513,4.8448,7.335,7.4694,1046000,2557.0134,730.0239,2590
2024-07-30,0,2600,2560,2590,2580,2570,0.959,0.5091,4.8825,7.2783,7.4694,934300,2580.4624,730.0239,2570
2024-07-29,0.3906,2600,2550,2590,2570,2560,0.959,0.5091,4.8825,7.2783,7.4694,322000,2571.7795,730.0239,2570
2024-07-26,0.7874,2580,2550,2589.5,2570,2560,0.9553,0.5071,4.9016,7.25,7.4694,608700,2568.2981,730.0239,2560
2024-07-25,-1.9305,2600,2540,2590.5,2550,2540,0.9478,0.5031,4.9402,7.1934,7.4694,1003200,2554.5723,730.0239,2540
2024-07-24,0,2600,2580,2590,2600,2590,0.9665,0.513,4.8448,7.335,7.4694,503100,2585.6926,730.0239,2590
2024-07-23,-0.7663,2610,2590,2585.5,2600,2590,0.9665,0.513,4.8448,7.335,7.4694,604500,2597.325,730.0239,2590
2024-07-22,0,2630,2600,2580.5,2620,2600,0.974,0.517,4.8077,7.3916,7.4694,470800,2616.9329,730.0239,2610
2024-07-19,0.3846,2620,2590,2575,2610,2600,0.974,0.517,4.8077,7.3916,7.4694,291300,2605.2112,730.0239,2610
2024-07-18,-0.7634,2620,2590,2570.5,2610,2600,0.9702,0.515,4.8262,7.3633,7.4694,964700,2601.2729,730.0239,2600
2024-07-17,0,2640,2600,2563,2620,2610,0.9777,0.519,4.7893,7.4199,7.4694,729300,2608.8193,730.0239,2620
2024-07-16,1.1583,2650,2600,2554,2620,2610,0.9777,0.519,4.7893,7.4199,7.4694,906900,2620.259,730.0239,2620
2024-07-15,-0.7663,2650,2590,2547,2600,2590,0.9665,0.513,4.8448,7.335,7.4694,590500,2594.5605,730.0239,2590
2024-07-12,0.3846,2630,2590,2542.5,2610,2600,0.974,0.517,4.8077,7.3916,7.4694,619200,2606.854,730.0239,2610
2024-07-11,0,2640,2580,2537.5,2600,2590,0.9702,0.515,4.8262,7.3633,7.4694,312500,2595.8752,730.0239,2600
2024-07-10,0.3861,2620,2590,2534,2600,2590,0.9702,0.515,4.8262,7.3633,7.4694,531300,2602.6162,730.0239,2600
2024-07-09,0.3876,2650,2580,2533,2600,2580,0.9665,0.513,4.8448,7.335,7.4694,969500,2604.1475,730.0239,2590
2024-07-08,-0.7692,2610,2580,2532.5,2590,2580,0.9628,0.511,4.8636,7.3066,7.4694,683100,2591.2136,730.0239,2580
2024-07-05,1.1673,2600,2540,2533.5,2600,2590,0.9702,0.515,4.8262,7.3633,7.4694,441500,2586.4622,730.0239,2600
2024-07-04,-0.3876,2600,2550,2533,2580,2570,0.959,0.5091,4.8825,7.2783,7.4694,1813700,2565.6343,730.0239,2570
2024-07-03,0.3891,2590,2560,2535,2590,2580,0.9628,0.511,4.8636,7.3066,7.4694,365600,2569.7676,730.0239,2580
2024-07-02,0.3906,2600,2520,2536,2570,2550,0.959,0.5091,4.8825,7.2783,7.4694,682500,2559.3669,730.0239,2570
2024-07-01,-0.7752,2610,2560,2536,2580,2560,0.9553,0.5071,4.9016,7.25,7.4694,771600,2586.2947,730.0239,2560
2024-06-28,1.9763,2580,2520,2536.5,2580,2570,0.9628,0.511,4.8636,7.3066,7.4694,757200,2562.8064,730.0239,2580
2024-06-27,1.2,2540,2500,2538,2530,2520,0.9777,0.5065,4.9597,7.0307,7.4694,235400,2519.1675,730.0239,2530
2024-06-26,0.4016,2510,2480,2543,2500,2490,0.9661,0.5004,5.0192,6.9474,7.4694,272000,2501.9375,730.0239,2500
2024-06-25,-0.4,2530,2460,2549,2500,2490,0.9622,0.4984,5.0394,6.9196,7.4694,274600,2484.0642,730.0239,2490
2024-06-24,-0.7937,2540,2480,2557.5,2510,2500,0.9661,0.5004,5.0192,6.9474,7.4694,482500,2516.3711,730.0239,2500
2024-06-21,2.8571,2530,2460,2566,2520,2510,0.9738,0.5045,4.9794,7.0029,7.4694,367600,2501.6377,730.0239,2520
2024-06-20,0.4098,2460,2430,2573.5,2460,2450,0.9468,0.4904,5.1216,6.8084,7.4694,540000,2445.7852,730.0239,2450
2024-06-19,-1.6129,2480,2430,2585,2450,2440,0.9429,0.4884,5.1426,6.7806,7.4694,1108800,2448.6841,730.0239,2440
2024-06-14,-0.8,2510,2460,2597,2480,2470,0.9584,0.4964,5.0597,6.8918,7.4694,1061100,2477.8843,730.0239,2480
2024-06-13,-0.3984,2550,2500,2608,2510,2500,0.9661,0.5004,5.0192,6.9474,7.4694,822500,2512.7063,730.0239,2500
2024-06-12,-0.7905,2550,2500,2617,2520,2510,0.97,0.5025,4.9992,6.9752,7.4694,1202200,2508.6201,730.0239,2510
2024-06-11,-1.938,2590,2530,2623.5,2540,2530,0.9777,0.5065,4.9597,7.0307,7.4694,1472000,2558.8403,730.0239,2530
2024-06-10,0,2600,2570,2629,2580,2570,0.997,0.5165,4.8636,7.1697,7.4694,582600,2578.3591,730.0239,2580
2024-06-07,-0.7692,2620,2580,2633,2600,2580,0.997,0.5165,4.8636,7.1697,7.4694,1175900,2595.9775,730.0239,2580
2024-06-06,0.3861,2610,2570,2637.5,2610,2600,1.0048,0.5205,4.8262,7.2253,7.4694,765100,2600.5503,730.0239,2600
2024-06-05,-0.7663,2650,2580,2642.5,2600,2590,1.0009,0.5185,4.8448,7.1975,7.4694,650300,2595.376,730.0239,2590
2024-06-04,0.3846,2650,2600,2647,2620,2610,1.0086,0.5225,4.8077,7.2531,7.4694,465100,2627.3962,730.0239,2610
2024-06-03,1.1673,2620,2570,2653.5,2610,2600,1.0048,0.5205,4.8262,7.2253,7.4694,426200,2598.9934,730.0239,2600
2024-05-31,0,2610,2560,2657.5,2580,2570,0.9932,0.5145,4.8825,7.1419,7.4694,566100,2571.7363,730.0239,2570
2024-05-30,-1.5326,2650,2550,2664,2580,2570,0.9932,0.5145,4.8825,7.1419,7.4694,1364100,2576.0876,730.0239,2570
2024-05-29,-0.7605,2650,2600,2672.5,2610,2600,1.0086,0.5225,4.8077,7.2531,7.4694,1192500,2611.1892,730.0239,2610
2024-05-28,0.3817,2650,2610,2680.5,2630,2620,1.0163,0.5265,4.7711,7.3086,7.4694,829800,2624.8518,730.0239,2630
2024-05-27,-1.5038,2670,2620,2687,2630,2620,1.0125,0.5245,4.7893,7.2808,7.4694,1232800,2631.0408,730.0239,2620
2024-05-22,-0.3745,2680,2650,2693.5,2670,2660,1.0279,0.5325,4.7173,7.392,7.4694,612800,2662.4282,730.0239,2660
2024-05-21,0,2700,2650,2698,2670,2660,1.0318,0.5345,4.6996,7.4198,7.4694,993300,2668.8784,730.0239,2670
2024-05-20,-0.3731,2710,2660,2704,2680,2670,1.0318,0.5345,4.6996,7.4198,7.4694,976200,2682.1543,730.0239,2670
2024-05-17,0,2710,2670,2709.5,2700,2680,1.0357,0.5365,4.6821,7.4476,7.4694,732500,2688.7153,730.0239,2680
2024-05-16,-0.7407,2720,2670,2712.5,2690,2680,1.0357,0.5365,4.6821,7.4476,7.4694,1383000,2688.0361,730.0239,2680
2024-05-15,0.7463,2710,2670,2718,2700,2690,1.0434,0.5405,4.6474,7.5032,7.4694,649200,2688.6414,730.0239,2700
2024-05-14,1.5152,2680,2630,2724,2680,2670,1.0357,0.5365,4.6821,7.4476,7.4694,448700,2667.72,730.0239,2680
2024-05-13,0,2680,2610,2730.5,2660,2640,1.0202,0.5285,4.753,7.3364,7.4694,813300,2632.4702,730.0239,2640
2024-05-08,-0.7519,2670,2640,2746,2650,2640,1.0202,0.5285,4.753,7.3364,7.4694,1557300,2648.1802,730.0239,2640
2024-05-07,-0.3745,2690,2660,2760,2670,2660,1.0279,0.5325,4.7173,7.392,7.4813,662600,2667.7195,731.1906,2660
2024-05-06,-1.1111,2720,2660,2776,2670,2660,1.0318,0.5345,4.6996,7.4198,7.4813,1294100,2673.7571,731.1906,2670
2024-05-03,0.7463,2730,2670,2793,2700,2690,1.0434,0.5405,4.6474,7.5032,7.4813,1677400,2700.4407,731.1906,2700
2024-05-02,-2.1898,2750,2670,2807,2690,2680,1.0357,0.5365,4.6821,7.4476,7.4813,1463900,2684.0139,731.1906,2680
2024-04-30,2.2388,2740,2660,2822.5,2740,2730,1.0589,0.5485,4.5796,7.6143,7.4813,1480100,2700.7566,731.1906,2740
2024-04-29,-0.7407,2750,2670,2836,2690,2680,1.0357,0.5365,4.6821,7.4476,7.4813,818400,2698.5776,731.1906,2680
2024-04-26,-1.4599,2780,2700,2849.5,2710,2700,1.0434,0.5405,4.6474,7.5032,7.4813,3192900,2730.3447,731.1906,2700
2024-04-25,-1.083,2790,2730,2861,2750,2740,1.0589,0.5485,4.5796,7.6143,7.4813,1051700,2745.415,731.1906,2740
2024-04-24,0.3623,2790,2750,2870.5,2770,2760,1.0704,0.5545,4.53,7.6977,7.4813,829700,2768.3005,731.1906,2770
2024-04-23,0.3636,2790,2750,2879.5,2770,2760,1.0666,0.5525,4.5464,7.6699,7.4813,556300,2775.1699,731.1906,2760
2024-04-22,0,2770,2740,2887.5,2760,2750,1.0627,0.5505,4.5629,7.6421,7.4813,690600,2749.9377,731.1906,2750
2024-04-19,-1.4337,2790,2720,2897,2760,2750,1.0627,0.5505,4.5629,7.6421,7.4813,1730400,2749.2776,731.1906,2750
2024-04-18,0.3597,2810,2770,2906.5,2790,2780,1.0782,0.5585,4.4975,7.7533,7.4813,944500,2783.5945,731.1906,2790
2024-04-17,1.4599,2790,2730,2912,2790,2780,1.0743,0.5565,4.5137,7.7255,7.4813,1404500,2770.2861,731.1906,2780
2024-04-16,-1.7921,2790,2730,2917,2750,2740,1.0589,0.5485,4.5796,7.6143,7.4813,2742700,2748.5508,731.1906,2740
2024-04-05,-1.0638,2830,2790,2923,2800,2790,1.0782,0.5585,4.4975,7.7533,7.4813,1884100,2802.8044,731.1906,2790
2024-04-04,0.3559,2840,2810,2928,2830,2820,1.0898,0.5645,4.4496,7.8366,7.4813,1818300,2816.4792,731.1906,2820
2024-04-03,-4.7458,2900,2800,2931,2820,2810,1.0859,0.5625,4.4655,7.8088,7.4813,6137300,2820.0879,731.1906,2810
2024-04-02,1.0274,2960,2910,2935.5,2950,2940,1.14,0.5905,4.2536,8.1979,7.4813,6578300,2935.0193,731.1906,2950
2024-04-01,-2.0134,3000,2910,2933.5,2930,2920,1.1284,0.5845,4.2973,8.1145,7.4813,6264300,2946.8496,731.1906,2920
2024-03-28,-0.9967,3020,2960,2933,2980,2970,1.1516,0.5965,4.2107,8.2813,7.4813,5433700,2979.3472,731.1906,2980
2024-03-27,1.0067,3040,2980,2929,3020,3010,1.203,0.5975,4.1688,8.3959,7.4813,7299100,3008.0061,731.1906,3010
2024-03-26,-0.3344,3010,2970,2923.5,2980,2970,1.191,0.5915,4.2107,8.3122,7.4813,4301400,2984.8403,731.1906,2980
2024-03-25,-0.6645,3050,2980,2921,3000,2990,1.195,0.5935,3.9552,8.3401,7.4813,5645500,3008.8269,731.1906,2990
2024-03-22,2.0339,3030,2940,2918.5,3010,3000,1.203,0.5975,3.9289,8.3959,7.4813,8651800,2994.0964,731.1906,3010
2024-03-21,0.6826,2960,2920,2913,2960,2950,1.179,0.5856,4.0088,8.2285,7.4813,3399800,2946.6328,731.1906,2950
2024-03-20,0,2940,2900,2910,2940,2930,1.171,0.5816,4.0362,8.1728,7.4813,2926700,2913.4382,731.1906,2930
2024-03-19,-0.678,2970,2930,2907,2940,2930,1.171,0.5816,4.0362,8.1728,7.4813,1023000,2947.562,731.1906,2930
2024-03-18,1.0274,2960,2920,2904,2960,2950,1.179,0.5856,4.0088,8.2285,7.4813,1153100,2943.9189,731.1906,2950
2024-03-15,-0.6803,2970,2920,2900.5,2940,2920,1.167,0.5796,4.05,8.1449,7.4813,1327600,2935.5039,731.1906,2920
2024-03-14,0,2950,2910,2899,2940,2930,1.175,0.5836,4.0224,8.2006,7.4813,1318600,2932.4419,731.1906,2940
2024-03-13,1.3793,2980,2900,2894.5,2940,2930,1.175,0.5836,4.0224,8.2006,7.4813,5366700,2947.3254,731.1906,2940
2024-03-08,0.6944,2910,2870,2886.5,2910,2900,1.159,0.5757,4.0779,8.0891,7.4813,1274000,2896.4993,731.1906,2900
2024-03-07,0.6993,2900,2860,2881.5,2890,2880,1.151,0.5717,4.1063,8.0333,7.4813,1331100,2882.229,731.1906,2880
2024-03-06,-1.0381,2890,2860,2877,2880,2860,1.143,0.5677,4.135,7.9775,7.4813,2230600,2864.4065,731.1906,2860
2024-03-05,0.3472,2890,2850,2874.5,2890,2880,1.155,0.5737,4.092,8.0612,7.4813,1466000,2871.908,731.1906,2890
2024-03-04,-0.6897,2920,2870,2868.5,2890,2880,1.151,0.5717,4.1063,8.0333,7.4813,1655900,2890.3291,731.1906,2880
2024-03-01,-0.3436,2910,2880,2866,2900,2890,1.159,0.5757,4.0779,8.0891,7.4813,1811000,2895.4253,731.1906,2900
